SNO,NAME,EXCHANGE
LPBBU,LAUNCH TWO ACQUISITION CORP UNITS(1 CL A ORD SHS & 1/2 WT),XNMS
LPRO,OPEN LENDING CORPORATION,XNMS
LRMR,LARIMAR THERAPEUTICS INC,XNMS
LSBK,LAKE SHORE BANCORP,XNMS
LUNR,INTUITIVE MACHINES INC,XNMS
LVRO,LAVORO LIMITED,XNMS
LWAC,LIGHTWAVE ACQUISITION CORP.,XNMS
LWACU,LIGHTWAVE ACQUISITION CORP. UNITS 1 CL A SHS & 1/2 WT(06/06/2030),XNMS
LWAY,LIFEWAY FOODS INC,XNMS
LXEH,LIXIANG EDUCATION HOLDING CO LTD SPON ADS EACH REP 100 SHS (POST SPLIT),XNMS
LXEO,LEXEO THERAPEUTICS INC,XNMS
MAAS,MAASE INC,XNMS
MACI,MELAR ACQUISITION CORP. I,XNMS
MACIU,MELAR ACQUISITION CORP. I ONE CL A ORD SH & ONE-HALF OF ONE RED WT,XNMS
MASS,908 DEVICES INC,XNMS
MAYA,MAYWOOD ACQUISITION CORP,XNMS
MAYAU,MAYWOOD ACQUISITION CORP UNIT 1 ORD SH CL A & 1 RT (23/01/2030),XNMS
MAZE,MAZE THERAPEUTICS INC,XNMS
MBAV,M3-BRIGADE ACQUISITION V CORP,XNMS
MBAVU,M3-BRIGADE ACQUISITION V CORP UNIT 1 COM & 1/2 WT EXP,XNMS
MBUU,MALIBU BOATS INC,XNMS
MBVI,M3-BRIGADE ACQUISITION VI CORP.,XNMS
MBVIU,M3-BRIGADE ACQUISITION VI CORP. UNIT (1 CL A & 1/3 WT EXP)18/08/2030,XNMS
MCFT,MASTERCRAFT BOAT HOLDINGS INC,XNMS
MCGA,YORKVILLE ACQUISITION CORP.,XNMS
MCGAU,YORKVILLE ACQUISITION CORP. UNIT 1CL A ORD SH & 1/3 WT(06/06/2030),XNMS
MDB,MONGODB INC,XNMS
MDWD,MEDIWOUND LTD,XNMS
MENS,JYONG BIOTECH LTD,XNMS
METCI,RAMACO RESOURCES INC 8.25% NTS 31/07/2030 USD25,XNMS
MFH,MERCURITY FINTECH HOLDING INC,XNMS
MGYR,MAGYAR BANCORP INC,XNMS
MIRM,MIRUM PHARMACEUTICALS INC,XNMS
MKLY,MCKINLEY ACQUISITION CORPORATION,XNMS
MKLYU,MCKINLEY ACQUISITION CORPORATION UNIT 1 SHS CL A & 1 RT(25/07/2030),XNMS
MKTW,MARKETWISE INC,XNMS
MLAC,MOUNTAIN LAKE ACQUISITION CORP,XNMS
MLACU,MOUNTAIN LAKE ACQUISITION CORP UNITS 15/11/2028 (1 CL A/1 RT),XNMS
MMTXU,MILUNA ACQUISITION CORP UNITS (1 ORD SHS & 1 RED WT)29/09/2030,XNMS
MNDO,MIND C.T.I,XNMS
MNKD,MANNKIND CORPORATION,XNMS
MNOV,MEDICINOVA INC,XNMS
MNY,MONEYHERO LTD,XNMS
MPB,MID PENN BANCORP INC,XNMS
MRAM,EVERSPIN TECHNOLOGIES INC,XNMS
MRUS,MERUS B V,XNMS
MURA,MURAL ONCOLOGY PUB LTD CO,XNMS
MVIS,MICROVISION INC,XNMS
MYPS,PLAYSTUDIOS INC,XNMS
NA,NANO LABS LTD,XNMS
NAII,NATURAL ALTERNATIVES INTERNATIONAL,XNMS
NAKA,KINDLY MD INC,XNMS
NAMM,NAMIB MINERALS,XNMS
NAMS,NEWAMSTERDAM PHARMA CO NV,XNMS
NB,NIOCORP DEVELOPMENTS LTD,XNMS
NBN,NORTHEAST BK LEWISTON ME,XNMS
NBP,NOVABRIDGE BIOSCIENCES SPON ADS EACH REP 2.3 ORD SHS,XNMS
NETD,NABORS ENERGY TRANSITION CORP II,XNMS
NETDU,NABORS ENERGY TRANSITION CORP II UNIT 1 COM & 1/2 WT EXP,XNMS
NEUP,NEUPHORIA THERAPEUTICS INC,XNMS
NEWT,NEWTEKONE INC,XNMS
NEWTG,NEWTEKONE INC 8.5% NTS 06/01/29 USD25,XNMS
NEWTH,NEWTEKONE INC 8.625% SENIOR NOTES FIXED 15/10/29 USD25,XNMS
NEWTI,NEWTEKONE INC 8% NOTES 01/09/28 USD25,XNMS
NEWTP,NEWTEKONE INC DEP SHS REP 1/40 8.5% NON CUM PRF B,XNMS
NEWTZ,NEWTEKONE INC 5.50% NOTES DUE 2026,XNMS
NEXN,NEXXEN INTERNATIONAL LTD,XNMS
NGNE,NEUROGENE INC,XNMS
NHIC,NEWHOLD INVT CORP III,XNMS
NHICU,NEWHOLD INVT CORP III UNIT 1 CLASS A & 1/2 RED WT,XNMS
NHPAP,NATIONAL HEALTHCARE PROPERTIES INC 7.375% CUM RED REP PFD STK SER A,XNMS
NHPBP,NATIONAL HEALTHCARE PROPERTIES INC 7.125% CUM RED REP PFD STK SER B,XNMS
NIPG,NIP GROUP INC SPON ADS EACH REPR 2 CL A ORD SHS,XNMS
NIU,NIU TECHNOLOGIES SPON ADS EACH REP 2 ORD SHS CL A,XNMS
NKLR,TERRA INNOVATUM GLOBAL NV,XNMS
NMFCZ,NEW MOUNTAIN FINANCE CORPORATION,XNMS
NMIH,NMI HOLDINGS INC,XNMS
NMPAU,NMP ACQUISITION CORP. UNIT (1 CL A & 1 RT(27/06/2030),XNMS
NNNN,ANBIO BIOTECHNOLOGY,XNMS
NNOX,NANO-X IMAGING LTD,XNMS
NOEM,CO2 ENERGY TRANSITION CORP.,XNMS
NOEMU,CO2 ENERGY TRANSITION CORP. UNIT 1 COM & 1 WT & 1 RT,XNMS
NPAC,NEW PROVIDENCE ACQUISITION CORP III,XNMS
NPACU,NEW PROVIDENCE ACQUISITION CORP III UNIT 1 SHS CL A  & 1/3 WT,XNMS
NPCE,NEUROPACE INC,XNMS
NRDS,NERDWALLET INC,XNMS
NRIX,NURIX THERAPEUTICS INC,XNMS
NTHI,NEONC TECHNOLOGIES HOLDINGS INC,XNMS
NTIC,NORTHERN TECHNOLOGIES INTL CORP,XNMS
NTLA,INTELLIA THERAPEUTICS INC,XNMS
NTWO,NEWBURY STR II ACQUISITION CORP,XNMS
NTWOU,NEWBURY STR II ACQUISITION CORP UNIT 1 CL A ORD SHS & 1/2 RED WT,XNMS
NUAI,NEW ERA ENERGY & DIGITAL INC.,XNMS
NUKK,NUKKLEUS INC,XNMS
NVTS,NAVITAS SEMICONDUCTOR CORP,XNMS
NVX,NOVONIX LIMITED SPON ADS EACH REP 4 ORD SHS,XNMS
NWFL,NORWOOD FINANCIAL CORP,XNMS
NYXH,NYXOAH SA,XNMS
OABI,OMNIAB INC,XNMS
OACC,OAKTREE ACQUISITION CORP III LIFE S,XNMS
OACCU,OAKTREE ACQUISITION CORP III LIFE S UNIT 4/10/2029 (1 SHS CL A & 1/5 WT EXP),XNMS
OBA,OXLEY BRIDGE ACQUISITION LTD,XNMS
OBAWU,OXLEY BRIDGE ACQUISITION LTD UNITS 1 CL A SHS & 1/2 WT,XNMS
OBIO,ORCHESTRA BIOMED HOLDINGS INC,XNMS
OCC,OPTICAL CABLE CORP,XNMS
OCS,OCULIS HOLDING AG,XNMS
OCUL,OCULAR THERAPEUTIX INC,XNMS
ODD,ODDITY TECH LTD,XNMS
OFLX,OMEGA FLEX INC,XNMS
OFSSO,OFS CAPITAL CORPORATION 7.50% NOTES DUE 31/07/2028,XNMS
OKUR,ONKURE THERAPEUTICS INC,XNMS
OLLI,OLLIES BARGAIN OUTLET HLDGS INC,XNMS
OMER,OMEROS CORP,XNMS
ONCH,1RT ACQUISITION CORP.,XNMS
ONCHU,1RT ACQUISITION CORP. UNITS 1 CL A SHS & 1/2 WT(26/06/2030),XNMS
ONEW,ONEWATER MARINE INC,XNMS
OPBK,OP BANCORP,XNMS
ORIQ,ORIGIN INVESTMENT CORP I,XNMS
ORIQU,ORIGIN INVESTMENT CORP I UNITS 1 SHS & 1/2 WT(27/06/2030),XNMS
ORKA,ORUKA THERAPEUTICS INC,XNMS
OTGA,OTG ACQUISITION CORP. I,XNMS
OTGAU,OTG ACQUISITION CORP. I UNITS (1 CL A & 1/2 WT)05/09/2030,XNMS
OVBC,OHIO VALLEY BANCORP,XNMS
OWLS,OBOOK HLDGS INC,XNMS
OYSE,OYSTER ENTERPRISES II ACQUISITION C,XNMS
OYSEU,OYSTER ENTERPRISES II ACQUISITION C UNITS 1 CL A  SH & 1 RT(22/05/2030),XNMS
PACH,PIONEER ACQUISITION I CORP,XNMS
PACHU,PIONEER ACQUISITION I CORP UNIT 1 CL A & 1/2 WT EXP(16/06/2030),XNMS
PAHC,PHIBRO ANIMAL HEALTH CORP,XNMS
PAMT,PAMT CORP,XNMS
PAYO,PAYONEER GLOBAL INC,XNMS
PCAP,PROCAP ACQUISITION CORP,XNMS
PCAPU,PROCAP ACQUISITION CORP UNITS 1 ORD A & 1/3 RED (16/05/2030),XNMS
PCSC,PERCEPTIVE CAP SOLUTIONS CORP,XNMS
PDLB,PONCE FINANCIAL GROUP INC,XNMS
PDYN,PALLADYNE AI CORP,XNMS
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,XNMS
PELI,PELICAN ACQUISITION CORPORATION,XNMS
PELIU,PELICAN ACQUISITION CORPORATION UNIT 1 SHS & 1 RT(13/05/2030),XNMS
PFSA,PROFUSA INC.,XNMS
PFX,PHENIXFIN CORPORATION,XNMS
PFXNZ,PHENIXFIN CORPORATION 5.25% NOTES DUE 01/11/2028,XNMS
PGAC,PANTAGES CAPITAL ACQUISITION CORP.,XNMS
PGACU,PANTAGES CAPITAL ACQUISITION CORP. UNITS 15/11/2029 (1 ORD A & 1 RT),XNMS
PHAR,PHARMING GROUP NV SPON ADS EACH REP 10 ORD SHS,XNMS
PLBL,POLIBELI GROUP LTD.,XNMS
PLBY,PLAYBOY INC,XNMS
PLMK,PLUM ACQUISITION CORP IV,XNMS
PLMKU,PLUM ACQUISITION CORP IV UNITS 19/08/2029 (1 ORD CL A & 1/2 WT),XNMS
PMTR,PERIMETER ACQUISITION CORP I,XNMS
PMTRU,PERIMETER ACQUISITION CORP I UNIT 1 CL A & 1/2 WT EXP (13/05/2030),XNMS
PMTS,CPI CARD GROUP INC,XNMS
PNBK,PATRIOT NATL BANCP,XNMS
POLE,ANDRETTI ACQUISITION CORP. II,XNMS
POLEU,ANDRETTI ACQUISITION CORP. II UNITS(1 ORD CLASS A & 1/2 WT),XNMS
POM,POMDOCTOR LIMITED SPON ADS EACH REP 0.16 CL A,XNMS
PPIH,PERMA PIPE INTERNATIONAL HLD INC,XNMS
PRCT,PROCEPT BIOROBOTICS CORP,XNMS
PRE,PRENETICS GLOBAL LIMITED,XNMS
PRHIZ,PRESURANCE HOLDINGS INC. 9.75% NTS 30/09/28 USD25,XNMS
PRME,PRIME MEDICINE INC,XNMS
PRTC,PURETECH HEALTH PLC SPON ADS EACH REP 10 ORD SHS,XNMS
PSNL,PERSONALIS INC,XNMS
PSNY,POLESTAR AUTOMOTIVE HOLDING UK PLC ADS CL A EACH REP 1 CL A ORD SHS,XNMS
PSNYW,POLESTAR AUTOMOTIVE HOLDING UK PLC ADS C-1 EACH REP 1 CL C ORD SHS 23/06/27,XNMS
PT,PINTEC TECHNOLOGY HLDGS LTD SPON ADS EACH REP 35 ORD SHS A,XNMS
PTGX,PROTAGONIST THERAPEUTICS INC,XNMS
PUBM,PUBMATIC INC,XNMS
QCRH,QCR HOLDINGS INC,XNMS
QETA,QUETTA ACQUISITION CORPORATION,XNMS
QETAU,QUETTA ACQUISITION CORPORATION UNIT 1 COM &  1/10 RT 30/11/2024,XNMS
QH,QUHUO LTD SPON ADS EACH REP 900 ORD(P/S),XNMS
QMCO,QUANTUM CORPORATION,XNMS
QSEA,QUARTZSEA ACQUISITION CORP,XNMS
QSEAU,QUARTZSEA ACQUISITION CORP UNIT 1 ORD SHS & 1 RT (02/18/2030),XNMS
QSI,QUANTUM-SI INC,XNMS
QTRX,QUANTERIX CORPORATION,XNMS
QUMS,QUANTUMSPHERE ACQUISITION CORP.,XNMS
QUMSU,QUANTUMSPHERE ACQUISITION CORP. UNIT 1 SH & 1 RT (30/07/2030),XNMS
RAAQ,REAL ASSET ACQUISITION CORP,XNMS
RAAQU,REAL ASSET ACQUISITION CORP UNIT 1 SHS CL A & 1/2 WT,XNMS
RANG,RANGE CAP ACQUISITION CORP,XNMS
RANGU,RANGE CAP ACQUISITION CORP UNIT 1 COM & 1 RT,XNMS
RANI,RANI THERAPEUTICS HLDGS INC,XNMS
RAPP,RAPPORT THERAPEUTICS INC,XNMS
RAPT,RAPT THERAPEUTICS INC,XNMS
RCKT,ROCKET PHARMACEUTICALS INC,XNMS
RCMT,RCM TECHNOLOGIES INC,XNMS
RDAG,REPUBLIC DIGITAL ACQUISITION CO,XNMS
RDAGU,REPUBLIC DIGITAL ACQUISITION CO UNITS 1 CL A SHS &1/2 WT,XNMS
RDNT,RADNET INC,XNMS
RDZN,ROADZEN INC,XNMS
REFI,CHICAGO ATLANTIC REAL ESTA FIN INC,XNMS
RENT,RENT THE RUNWAY INC,XNMS
RFAI,RF ACQUISITION CORP II,XNMS
RFAIU,RF ACQUISITION CORP II UNIT (1 ORD SHS & 1 RT),XNMS
RFIL,RF INDUSTRIES,XNMS
RGCO,RGC RESOURCES INC,XNMS
RGS,REGIS CORP,XNMS
RICK,RCI HOSPITALITY HOLDINGS INC,XNMS
RILY,B RILEY FINANCIAL INC,XNMS
RILYG,B RILEY FINANCIAL INC 5.00% SENIOR NOTES DUE (31/12/2026),XNMS
RILYK,B RILEY FINANCIAL INC 5.50% SR NOTES DUE 31/03/2026,XNMS
RILYL,B RILEY FINANCIAL INC 7.375% DEP SHS EACH REP 1/1000 PFD SER B,XNMS
RILYN,B RILEY FINANCIAL INC 6.5% SR NOTES DUE 30/09/2026 USD25,XNMS
RILYP,B RILEY FINANCIAL INC 6.875% DEP SHS REP 1/1000 CUM PFD SER A,XNMS
RILYT,B RILEY FINANCIAL INC 6.00% SENIOR NOTES DUE 2028,XNMS
RILYZ,B RILEY FINANCIAL INC 5.25% SENIOR NOTES DUE 31/08/2028,XNMS
RLAY,RELAY THERAPEUTICS INC,XNMS
RMNI,RIMINI STREET INC,XNMS
RNA,AVIDITY BIOSCIENCES INC,XNMS
RNAC,CARTESIAN THERAPEUTICS INC,XNMS
RNGTU,RANGE CAPITAL ACQUISITION CORP II UNIT 1 CL A & 1/2 WT 29/09/2030,XNMS
RPD,RAPID7 INC,XNMS
RSVR,RESERVOIR MEDIA INC,XNMS
RTAC,RENATUS TACTICAL ACQUISTION CORP I,XNMS
RTACU,RENATUS TACTICAL ACQUISTION CORP I UNIT 1 CL A ORD SH & 1/2 WT(15/05/2030),XNMS
RUM,RUMBLE INC,XNMS
RXST,RXSIGHT INC,XNMS
RYTM,RHYTHM PHARMACEUTICALS INC,XNMS
RZLV,REZOLVE AI PLC,XNMS
SAMG,SILVERCREST ASSET MGMT GROUP INC,XNMS
SATA,STRIVE INC PERP PFD SER A VAR RATE,XNMS
SBC,SBC MEDICAL GROUP HOLDINGS INCRPRTD,XNMS
SCAG,SCAGE FUTURE SPON ADS EACH REPTS 1 SHS,XNMS
SCYX,SCYNEXIS INC,XNMS
SDHI,SIDDHI ACQUISITION CORP,XNMS
SDHIU,SIDDHI ACQUISITION CORP UNIT 1 CL A ORD SH & 1 RT,XNMS
SEGG,LOTTERY COM INC,XNMS
SEPN,SEPTERNA INC,XNMS
SERA,SERA PROGNOSTICS INC,XNMS
SFST,SOUTHERN FIRST BANCSHARES INC,XNMS
SGA,SAGA COMMUNICATIONS,XNMS
SGC,SUPERIOR GROUP OF COMPANIES INC,XNMS
SGMT,SAGIMET BIOSCIENCES INC,XNMS
SHLS,SHOALS TECHNOLOGIES GRP INC,XNMS
SHMD,SCHMID GROUP N.V.,XNMS
SIBN,SI BONE INC,XNMS
SIGA,SIGA TECHNOLOGIES INC,XNMS
SIMA,SIM ACQUISITION CORP. I,XNMS
SIMAU,SIM ACQUISITION CORP. I UNITS(1 ORD CL A SHS & 1/2 RED WT EXP),XNMS
SION,SIONNA THERAPEUTICS INC,XNMS
SITM,SITIME CORPORATION,XNMS
SKYE,SKYE BIOSCIENCE INC,XNMS
SLN,SILENCE THERAPEUTICS PLC SPON ADS EACH REP 3 ORD SHS,XNMS
SLVO,UBS AG ETRACS TRACKER ZERT 18/04/33,XNMS
SMBC,SOUTHERN MISSOURI BANCORP,XNMS
SMMT,SUMMIT THERAPEUTICS INC,XNMS
SNFCA,SECURITY NATIONAL FINANCIAL CORP,XNMS
SNT,SENSTAR TECHNOLOGIES CORPORATION,XNMS
SNWV,SANUWAVE HEALTH INC,XNMS
SOCA,SOLARIUS CAPITAL ACQUISITION CORP,XNMS
SOCAU,SOLARIUS CAPITAL ACQUISITION CORP UNIT 1 COM & 1/2 WT EXP)10/07/2030,XNMS
SOHOB,SOTHERLY HOTELS INC 8% CUM RED PFD SER B,XNMS
SOHON,SOTHERLY HOTELS INC 8.25% CUM RED PERP PREF STK SERIES D,XNMS
SOHOO,SOTHERLY HOTELS INC 7.875% CUM RED PERPTUAL PFD SHS SER C,XNMS
SOUN,SOUNDHOUND AI INC,XNMS
SPEG,SILVER PEGASUS ACQUISITION CORP,XNMS
SPEGU,SILVER PEGASUS ACQUISITION CORP UNIT (1 SHS CL A & 1 RT)26/06/2030,XNMS
SPKL,SPARK I ACQUISITION CORP,XNMS
SPKLU,SPARK I ACQUISITION CORP UNIT ORD CL A & 1/2 WT 28/09/2028,XNMS
SPRY,ARS PHARMACEUTICALS INC,XNMS
SPWR,SUNPOWER INC,XNMS
SSBI,SUMMIT STATE BANK SANTA ROSA CALIF,XNMS
SSSSL,SURO CAPITAL CORP 6.00% NOTES DUE 30/12/2026,XNMS
STAA,STAAR SURGICAL CO,XNMS
STAI,SCANTECH AI SYSTEMS INC,XNMS
STHO,STAR HOLDINGS,XNMS
STIM,NEURONETICS INC,XNMS
STRO,SUTRO BIOPHARMA INC,XNMS
STRT,STRATTEC SECURITY CORP,XNMS
SUPN,SUPERNUS PHARMACEUTICALS INC,XNMS
SUUN,POWERBANK CORPORATION,XNMS
SVAC,SPRING VALLEY ACQUISITION CORP III,XNMS
SVACU,SPRING VALLEY ACQUISITION CORP III UNIT REP (1 SHS CL A & 1/3 WT)04/09/2030,XNMS
SVCC,STELLAR V CAPITAL CORP,XNMS
SVCCU,STELLAR V CAPITAL CORP UNIT 1 CL A SHS & 1/2 WT EXP,XNMS
SWKH,SWK HOLDINGS CORPORATION,XNMS
SWKHL,SWK HOLDINGS CORPORATION 9% NTS 31/01/27 USD25,XNMS
SYM,SYMBOTIC INC,XNMS
SYPR,SYPRIS SOLUTIONS INC,XNMS
SZZL,SIZZLE ACQUISITION CORP II,XNMS
SZZLU,SIZZLE ACQUISITION CORP II UNIT 1 CL A & 1 RT,XNMS
TACH,TITAN ACQUISITION CORP,XNMS
TACHU,TITAN ACQUISITION CORP UNIT 1 COM CL A & 1/2 WT EXP 09/04/2030,XNMS
TACO,BERTO ACQUISITION CORP,XNMS
TACOU,BERTO ACQUISITION CORP UNIT 1 SHS & 1/2 WT,XNMS
TACT,TRANSACT TECHNOLOGIES INC,XNMS
TARA,PROTARA THERAPEUTICS INC,XNMS
TATT,TAT TECHNOLOGIES,XNMS
TAVI,TAVIA ACQUISITION CORP,XNMS
TAVIU,TAVIA ACQUISITION CORP UNIT 1 ORD SH & 1 RT 1/10TH ORD SHS,XNMS
TBCH,TURTLE BEACH CORP,XNMS
TBMC,TRAILBLAZER MERGER CORP I,XNMS
TBPH,THERAVANCE BIOPHARMA INC,XNMS
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,XNMS
TCRX,TSCAN THERAPEUTICS INC,XNMS
TDAC,TRANSLATIONAL DEV ACQUISITION CORP,XNMS
TDACU,TRANSLATIONAL DEV ACQUISITION CORP UNIT 1 ORD SH & 1/2 RED WT EXP,XNMS
TDWDU,TAILWIND 2.0 ACQUISITION CORP UNIT 1 ORD SHS CL A & 1 RT (07/11/2030),XNMS
TECX,TECTONIC THERAPEUTIC INC,XNMS
TELA,TELA BIO INC,XNMS
TKNO,ALPHA TEKNOVA INC,XNMS
TLNC,TALON CAPITAL CORP,XNMS
TLNCU,TALON CAPITAL CORP UNIT 1 CL A & 1/3 WT (27/08/2030),XNMS
TLS,TELOS CORPORATION,XNMS
TLSI,TRISALUS LIFE SCIENCES INC,XNMS
TMDX,TRANSMEDICS GROUP INC,XNMS
TMUSI,T MOBILE USA INC 5.500% NOTES DUE 01/06/2070,XNMS
TMUSL,T MOBILE USA INC 6.250% NOTES DUE 01/09/2069,XNMS
TMUSZ,T MOBILE USA INC 5.500% NOTES DUE 01/03/2070,XNMS
TNDM,TANDEM DIABETES CARE INC,XNMS
TNGX,TANGO THERAPEUTICS INC,XNMS
TOUR,TUNIU CORP ADS EA REPR 3 ORD SHS CL A,XNMS
TPGXL,TPG OPERATING GROUP II LP 6.95% JR NTS 15/03/2064 USD25,XNMS
TRDA,ENTRADA THERAPEUTICS INC,XNMS
TRNS,TRANSCAT INC,XNMS
TRUP,TRUPANION INC,XNMS
TRVI,TREVI THERAPEUTICS INC,XNMS
TSBK,TIMBERLAND BANCORP,XNMS
TTD,THE TRADE DESK INC,XNMS
TTRX,TURN THERAPEUTICS INC,XNMS
TVA,TEXAS VENTURES ACQUISITION III CORP,XNMS
TVACU,TEXAS VENTURES ACQUISITION III CORP UNITS(1 ORD A & 1/2 RED WT),XNMS
TVAI,THAYER VENTURES ACQUISITION CORP II,XNMS
TVAIU,THAYER VENTURES ACQUISITION CORP II UNIT 1 CL A & 1 RT (15/05/2030),XNMS
TVGN,TEVOGEN BIO HOLDINGS INC,XNMS
TVTX,TRAVERE THERAPEUTICS INC,XNMS
TWNP,TWIN HOSPITALITY GROUP INC,XNMS
UCL,UCLOUDLINK GROUP INC SPON ADS EACH REP 10 ORD SHS CL A,XNMS
UG,UNITED GUARDIAN,XNMS
UHG,UNITED HOMES GROUP INC,XNMS
ULBI,ULTRALIFE CORPORATION,XNMS
UNB,UNION BANKSHARES INC/VT,XNMS
UNTY,UNITY BANCORP INC,XNMS
UPLD,UPLAND SOFTWARE INC,XNMS
URGN,UROGEN PHARMA LTD,XNMS
USAR,USA RARE EARTH INC,XNMS
USCB,USCB FINANCIAL HOLDINGS INC,XNMS
USIO,USIO INC,XNMS
USOI,UBS AG ETRACS TRACKER ZERT 21/04/37,XNMS
VACH,VOYAGER ACQUISITION CORP.,XNMS
VACHU,VOYAGER ACQUISITION CORP. UNIT 1 COM & 1/2 WT EXP,XNMS
VCEL,VERICEL CORP,XNMS
VCIC,VINE HILL CAP INVT CORP,XNMS
VCICU,VINE HILL CAP INVT CORP UNITS 09/06/2026(1 ORD CLASS A & 1/2 WT),XNMS
VCYT,VERACYTE INC,XNMS
VEEA,VEEA INC,XNMS
VERA,VERA THERAPEUTICS  INC.,XNMS
VERI,VERITONE INC,XNMS
VERX,VERTEX INC,XNMS
VIRC,VIRCO MANUFACTURING CORP,XNMS
VITL,VITAL FARMS INC,XNMS
VNDA,VANDA PHARMACE INC,XNMS
VNME,VENDOME ACQUISITION CORPORATION I,XNMS
VNMEU,VENDOME ACQUISITION CORPORATION I UNIT 1 CL A SHS & 1/2 WT(20/06/2030),XNMS
VRM,VROOM INC,XNMS
VWAV,VISIONWAVE HOLDINGS INC,XNMS
WENN,WEN ACQUISITION CORP,XNMS
WENNU,WEN ACQUISITION CORP UNITS 1 CL A  & 1/2 WT(16/05/2030),XNMS
WEST,WESTROCK COFFEE COMPANY,XNMS
WIMI,WIMI HOLOGRAM CLOUD INC,XNMS
WINA,WINMARK CORPORATION,XNMS
WKEY,WISEKEY INTERNATIONAL HLDG LTD SPON ADS EA REP 0.5 ORD (POST REV SPLIT),XNMS
WLAC,WILLOW LANE ACQUISITION CORP,XNMS
WLACU,WILLOW LANE ACQUISITION CORP UNITS EXP 29/10/2029 (1 CL A AND 1/2 WT),XNMS
WLDN,WILLDAN GROUP INC,XNMS
WLFC,WILLIS LEASE FINANCE CORP,XNMS
WRD,WERIDE INC SPON ADS EACH REP 3 CL A ORD SHS,XNMS
WVE,WAVE LIFE SCIENCES LTD,XNMS
WW,WW INTERNATIONAL INC,XNMS
XCH,XCHG LIMITED SPONSORED EACH ADS REPRESNTNG 40 CLASS A,XNMS
XELLL,XCEL ENERGY INC 6.25% SUB NTS DUE 15/10/2085 USD25,XNMS
XENE,XENON PHARMACEUTICALS INC,XNMS
XGN,EXAGEN INC,XNMS
XNCR,XENCOR INC,XNMS
XOMA,XOMA ROYALTY CORPORATION EFFE,XNMS
XOMAO,XOMA ROYALTY CORPORATION EFFE DEPOSITARY SH REPR 1/1000TH B CUM PERP P,XNMS
XOMAP,XOMA ROYALTY CORPORATION EFFE 8.625% CUM PERP PFD SER A,XNMS
XRPN,ARMADA ACQUISITION CORP II,XNMS
XRPNU,ARMADA ACQUISITION CORP II UNIT 1 ORD CL A & 1/2 WT (21/05/2030),XNMS
YB,YUANBAO INC. SPON ADS EACH REP 6 CL A ORD,XNMS
YDES,YD BIO LTD,XNMS
YHNA,YHN ACQUISITION I LIMITED,XNMS
YHNAU,YHN ACQUISITION I LIMITED UNIT 1 COM & 1 RT RP 1/10 ORD 15/08/2029,XNMS
YI,111 INC SPON ADS EACH REP 20 ORD SHS(POST SPLIT),XNMS
YMT,YIMUTIAN INC. SPON ADS EACH REP 25 CL A,XNMS
YXT,YXT.COM GROUP HOLDING LIMITED SPON ADS EA REP 3 CL A SHS,XNMS
ZIONP,ZIONS BANCORPORATION N A. DEP SHS REP 1/40 INT PRF SHS SER A USD25,XNMS
ZLAB,ZAI LAB LIMITED ADS EACH REP 10 ORD SHS,XNMS
ZNTL,ZENTALIS PHARMACEUTICALS INC,XNMS
