index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,SNO
2020-06-12,1368.HK,2.569999933242798,2.7100000381469727,2.559999942779541,2.700000047683716,2.062948226928711,4577199.0,0.0,0.0,2.707448798070457,2.709455588543239,2.7812162136137246,3.040246531499972,3.637240578036894,False,False,False,False,0.1500000953674316,0.0974999964237213,0.146249994635582,HL,HLLHHL,2.740000009536743,2020-06-17,2.630000114440918,2020-06-19,2.569999933242798,-0.06,2.4100000858306885,2.4100000858306885,BY1-2020/05/27,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1368.HK
2023-11-13,1368.HK,6.860000133514404,6.949999809265137,6.239999771118164,6.429999828338623,5.426220417022705,24390832.0,0.0,0.0,6.95312062142848,7.058515283355922,7.278349103616625,7.6331900404221615,8.431065085471605,False,False,False,False,0.7100000381469727,0.2666666348775228,0.3999999523162841,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/10/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1368.HK
2023-11-14,1368.HK,6.380000114440918,6.380000114440918,5.320000171661377,5.369999885559082,4.53169584274292,89773222.0,0.0,0.0,6.665280487634043,6.911687857460545,7.203511879379074,7.588374393791209,8.406674127703377,False,False,False,False,1.059999942779541,0.3133332888285319,0.4699999332427979,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2023/10/25,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,1368.HK
2024-10-16,1368.HK,5.650000095367432,5.800000190734863,5.579999923706055,5.730000019073486,5.570587158203125,13707557.0,0.0,0.0,5.932213625893075,5.640301078844117,5.284225947393892,5.11418575392557,5.489027002101634,False,True,True,False,0.2200002670288086,0.3333333651224772,0.5000000476837158,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2024/09/13,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1368.HK
2011-03-15,1385.HK,4.300000190734863,4.300000190734863,4.010000228881836,4.050000190734863,3.7003707885742174,484200.0,0.0,0.0,4.158190411207381,4.147315693281175,4.12462377349534,3.948853752388275,3.3144125495793504,True,True,True,False,0.2899999618530273,0.1100000143051147,0.1650000214576721,LH,LHLLLH,3.829999923706055,2011-03-17,4.269999980926514,2011-03-18,4.269999980926514,0.11,3.7799999713897705,3.7799999713897705,TP1-2011/03/01,False,False,False,True,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1385.HK
2011-04-11,1385.HK,3.7200000286102295,3.799999952316284,3.650000095367432,3.700000047683716,3.3805854320526123,980000.0,0.0,0.0,3.899050589346579,3.990450308935369,4.052277936567932,3.963001829141814,3.4067143611070394,False,False,False,False,0.1499998569488521,0.1058332721392314,0.1587499082088471,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL2-2011/03/01,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,0.0,False,,,1385.HK
2014-08-29,1385.HK,7.0,7.460000038146973,6.800000190734863,7.420000076293945,7.252811908721924,1378000.0,0.0,0.0,7.51066237364139,7.429544041539968,7.521931127811468,7.801137680871093,7.585013434781956,False,False,False,False,0.6599998474121094,0.200714247567313,0.3010713713509696,LL,LLLHHL,7.639999866485596,2014-09-01,6.949999809265137,2014-09-08,6.889999866485596,-0.1,6.679999828338623,6.550000190734863,BY1-2014/07/24,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1385.HK
2014-09-25,1385.HK,7.679999828338623,7.940000057220459,7.679999828338623,7.860000133514404,7.682897567749023,614000.0,0.0,0.0,7.442072130843366,7.3422297092333055,7.390700515956828,7.6334052305054465,7.53807530453146,False,False,False,False,0.2600002288818359,0.215624988079071,0.3234374821186065,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2014/07/24,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1385.HK
2009-12-11,0014.HK,23.600000381469727,23.950000762939453,22.89999961853028,23.100000381469727,11.317602157592772,1164375.0,0.0,0.0,23.45301135335066,23.168078959424456,22.43034756781153,21.16836944232376,19.180299906664786,True,True,True,False,1.050001144409176,0.6843748092651367,1.026562213897705,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2009/11/19,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,14.HK
2025-09-25,0014.HK,15.859999656677246,15.869999885559082,15.380000114440918,15.5,15.5,3658461.0,0.0,0.0,15.896508166178863,15.76180041731222,15.399887520037073,14.759129266100464,13.895491931719809,True,True,True,False,0.489999771118164,0.3056247234344477,0.4584370851516715,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/08/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,14.HK
2016-02-23,1415.HK,2.5999999046325684,2.609999895095825,2.400000095367432,2.5299999713897705,1.4494664669036863,6871000.0,0.0,0.0,2.461083223533728,2.4541466023039096,2.771495710340032,3.293429003067473,3.758288408660288,False,False,False,False,0.2099997997283931,0.1256249696016309,0.1884374544024464,HL,HLHHHL,2.930000066757202,2016-03-03,2.720000028610229,2016-03-08,2.609999895095825,-0.11,2.0999999046325684,2.0999999046325684,BY1-2016/02/05,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2016-03-02,1415.HK,2.720000028610229,2.859999895095825,2.6700000762939453,2.8499999046325684,1.6327980756759644,3309000.0,0.0,0.0,2.5824225810171093,2.520011913871144,2.734886185286248,3.21453640703804,3.758288408660288,False,False,False,False,0.1899998188018798,0.0985714367457797,0.1478571551186696,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2016/02/05,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2016-03-17,1415.HK,2.819999933242798,3.069999933242798,2.819999933242798,2.950000047683716,1.6900893449783323,10180557.0,0.0,0.0,2.744449339248708,2.6673245199928126,2.740020936248061,3.1224409162690328,3.758288408660288,False,False,False,False,0.25,0.1187499612569809,0.1781249418854713,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2016/02/05,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2016-04-07,1415.HK,3.309999942779541,3.740000009536743,3.309999942779541,3.660000085830689,2.0968568325042725,12696000.0,0.0,0.0,3.224444859529547,3.0375663528377017,2.9169317321679977,3.138230151461856,3.758288408660288,False,False,True,False,0.4300000667572021,0.1637499779462813,0.245624966919422,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2016/02/05,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2018-06-12,1415.HK,2.049999952316284,2.059999942779541,2.0,2.009999990463257,1.2323507070541382,2888000.0,0.0,0.0,1.983582584555395,1.93970292373226,1.9967726578746547,2.2021582568001814,2.548855141304081,False,False,False,False,0.059999942779541,0.0586666663487753,0.0879999995231629,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/05/29,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2018-06-19,1415.HK,1.820000052452088,1.820000052452088,1.6699999570846558,1.690000057220459,1.0361555814743042,10999000.0,0.0,0.0,1.913817740835756,1.9183831049002869,1.97884860478954,2.1772188558786816,2.5277627326221097,False,False,False,False,0.1500000953674318,0.0693333307902019,0.1039999961853028,LL,LLLHLL,1.7799999713897705,2018-06-20,1.590000033378601,2018-07-05,1.559999942779541,-0.12,1.6699999570846558,1.6699999570846558,CL1-2018/05/29,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2021-08-13,1415.HK,4.679999828338623,5.070000171661377,4.360000133514404,4.909999847412109,4.909999847412109,6974000.0,0.0,0.0,4.914636985688311,4.8203996354583865,4.7797067762236525,4.792334686968143,4.431301258189999,False,False,True,False,0.7100000381469727,0.2666666666666666,0.4,HL,HLLHHL,5.369999885559082,2021-08-19,5.190000057220459,2021-08-20,4.889999866485596,-0.09,4.070000171661377,4.070000171661377,BY1-2021/07/29,True,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2021-08-25,1415.HK,5.429999828338623,5.78000020980835,5.329999923706055,5.730000019073486,5.730000019073486,10099000.0,0.0,0.0,5.236757343497457,5.045969674453616,4.902253992338356,4.854898356381562,4.479479913126102,True,True,True,False,0.4500002861022949,0.2871428557804653,0.4307142836706979,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2021/07/29,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2021-08-30,1415.HK,5.849999904632568,6.150000095367432,5.71999979019165,6.059999942779541,6.059999942779541,6621000.0,0.0,0.0,5.510921192906387,5.231620383358638,5.005365359246435,4.910540183607165,4.510988141438487,True,True,True,False,0.4300003051757812,0.3328572000776018,0.4992858001164028,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2021/07/29,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,1415.HK
2000-12-20,0142.HK,2.04129695892334,2.04129695892334,1.948511004447937,1.948511004447937,0.9662641882896424,3776420.0,0.0,0.0,2.0181572418977223,1.9635891881341223,1.9674267007897523,2.1482482425088976,2.8319061903967038,False,False,False,False,0.0927859544754028,0.0924963876605034,0.1387445814907551,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2000/11/24,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2001-01-09,0142.HK,2.1804769039154053,2.296459913253784,2.1572799682617188,2.296459913253784,1.1388118267059326,14151072.0,0.0,0.0,2.1007028542615758,2.035012948291026,2.0004570129816384,2.129610557409204,2.8319061903967038,False,False,True,False,0.1391799449920654,0.1058344468474388,0.1587516702711582,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2000/11/24,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2001-02-05,0142.HK,2.5284249782562256,2.690800905227661,2.482032060623169,2.5284249782562256,1.25384259223938,25318069.0,0.0,0.0,2.28673963852846,2.175636856455048,2.0857496560546327,2.1397465721132742,2.767394719730401,False,False,True,False,0.2087688446044922,0.1379422108332316,0.2069133162498474,HH,HHHLLH,2.3196558952331543,2001-02-08,2.36604905128479,2001-02-13,2.551621913909912,0.1,1.6608740091323853,1.6608740091323853,TP2-2000/11/24,False,False,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2001-06-15,0142.HK,1.7629389762878418,1.8371679782867432,1.7351030111312866,1.7814960479736328,0.884105920791626,14026041.0,0.0,0.0,1.6798886146791798,1.6303932917784687,1.6715060061520364,1.79561969958823,2.27233206682274,False,False,False,False,0.1020649671554565,0.0603112652897835,0.0904668979346752,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2001/05/25,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2002-10-29,0142.HK,0.7979609966278076,0.7979609966278076,0.7144539952278137,0.73301100730896,0.3637725114822387,47192327.0,0.0,0.0,0.7336805321747641,0.7530287990135789,0.8443775871633586,0.9557034008704488,1.1297184544879746,False,False,False,False,0.0835070013999939,0.0314046098635746,0.047106914795362,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2002/10/03,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2003-01-20,0142.HK,0.7237319946289062,0.7237319946289062,0.70517498254776,0.7237319946289062,0.3591676354408264,8937960.0,0.0,0.0,0.7145075239196097,0.6989059268095257,0.7081877730965973,0.7792967483160702,0.9747931035362504,False,False,False,False,0.0185570120811462,0.0154643972714742,0.0231965959072113,LL,LLHHLL,0.7608469724655151,2003-01-22,0.6680610179901123,2003-01-27,0.6587820053100586,-0.13,0.6402249932289124,0.6402249932289124,BY1-2002/12/13,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2003-07-11,0142.HK,1.271170973777771,1.271170973777771,1.2433359622955322,1.2618930339813232,0.6262416839599609,16642548.0,0.0,0.0,1.291901491483752,1.2484037688910468,1.1404531394905266,1.02108210030085,0.973512606795847,True,True,True,False,0.0278350114822387,0.0425724141737994,0.0638586212606991,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2003/06/20,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2003-08-05,0142.HK,1.1598279476165771,1.1598279476165771,1.0763200521469116,1.094877004623413,0.5433562397956848,66233938.0,0.0,0.0,1.1558735740414752,1.18586479869011,1.159686325432912,1.0679807460569075,1.000587775088399,False,False,False,False,0.0835078954696655,0.0321181462361262,0.0481772193541894,LL,LLHHHL,1.2062209844589231,2003-08-14,1.1412709951400757,2003-08-18,1.1134350299835205,-0.08,1.0763200521469116,1.0763200521469116,CL1-2003/06/20,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,142.HK
2006-07-12,0142.HK,2.945964097976685,2.945964097976685,2.80678391456604,2.8299810886383057,1.4061572551727295,2015432.0,0.0,0.0,2.876053641183672,2.867975200072966,2.8989144176027937,2.8721749004418475,2.705609486800885,False,False,False,False,0.1391801834106449,0.057991623878479,0.0869874358177186,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2006/06/22,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2006-07-28,0142.HK,2.959881067276001,3.0805039405822754,2.959881067276001,3.0712249279022217,1.5260266065597534,10278602.0,0.0,0.0,2.8624585020948694,2.8451905017367536,2.8696726772330887,2.8606282771823053,2.715684477030364,False,False,False,False,0.1206228733062744,0.0514965295791626,0.077244794368744,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2006/06/22,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2020-12-21,0142.HK,2.700000047683716,2.7100000381469727,2.609999895095825,2.640000104904175,1.944758415222168,4940225.0,0.0,0.0,2.641263679183976,2.5702857189023938,2.4513473775015453,2.280973859348701,2.25068672310919,True,True,True,False,0.1000001430511474,0.0786666075388589,0.1179999113082884,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2020/11/24,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,142.HK
2011-10-20,1428.HK,0.5680890083312988,0.5680890083312988,0.5078369975090027,0.5336589813232422,0.0729371309280395,85972.0,0.0,0.0,0.5420426107379701,0.543708022130604,0.5987468631581648,0.6906649018249627,0.8904198740591562,False,False,False,False,0.0602520108222961,0.0190592152731759,0.0285888229097638,HL,HLLHHL,0.5680890083312988,2011-10-24,0.5336589813232422,2011-10-25,0.5336589813232422,-0.06,0.438977986574173,0.438977986574173,BY1-2011/09/27,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2011-10-28,1428.HK,0.5853040218353271,0.619733989238739,0.5766969919204712,0.5939109921455383,0.0811719819903373,1826331.0,0.0,0.0,0.5543546621909918,0.549014416150198,0.5893802751108076,0.6752436060857476,0.8746512883801246,False,False,False,False,0.0430369973182678,0.0178768474322098,0.0268152711483148,HH,HHHLLH,0.5594819784164429,2011-11-01,0.5853040218353271,2011-11-03,0.5939109921455383,0.06,0.4734080135822296,0.438977986574173,TP1-2011/09/27,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2013-03-12,1428.HK,0.8398579955101013,0.8398579955101013,0.8037350177764893,0.8037350177764893,0.1134974732995033,1315508.0,0.0,0.0,0.7987570439300171,0.7960520065062735,0.7671737741865388,0.7125068857783073,0.6623327386250595,True,True,True,False,0.036122977733612,0.0166722994584303,0.0250084491876455,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2013/02/28,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2013-03-18,1428.HK,0.7766420245170593,0.7766420245170593,0.7495499849319458,0.7585809826850891,0.1071211621165275,1605628.0,0.0,0.0,0.7932944380469616,0.7944691203391698,0.7708094994620432,0.7186269231542315,0.6664262099618897,False,False,False,False,0.0270920395851135,0.0152829931332514,0.0229244896998772,LL,LLLHHL,0.8579189777374268,2013-03-21,0.8398579955101013,2013-03-26,0.7856730222702026,-0.08,0.7495499849319458,0.7495499849319458,CL1-2013/02/28,True,True,True,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2019-08-29,1428.HK,1.2899999618530271,1.2999999523162842,1.2599999904632568,1.2999999523162842,0.233285591006279,3626000.0,0.0,0.0,1.3262431209626415,1.345370321245256,1.415649358097116,1.513579732140899,1.70337594490797,False,False,False,False,0.0399999618530273,0.0386666854222615,0.0580000281333922,HL,HLLHHL,1.3799999952316284,2019-09-05,1.3700000047683716,2019-09-11,1.3200000524520874,-0.04,1.1399999856948853,1.1399999856948853,BY1-2019/08/08,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2021-11-02,1428.HK,1.600000023841858,1.6100000143051147,1.5399999618530271,1.5499999523162842,0.5614314079284668,1766000.0,0.0,0.0,1.572683310689179,1.5521792830647896,1.5918177886038571,1.703303203634608,1.8122331651855728,False,False,False,False,0.0700000524520876,0.033749982714653,0.0506249740719795,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/09/23,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1428.HK
2019-07-31,1432.HK,0.3400000035762787,0.3400000035762787,0.3149999976158142,0.3199999928474426,0.3063015043735504,4712000.0,0.0,0.0,0.3395133340180175,0.3259216274849041,0.3217768079166316,0.3337973705148375,0.4495963551856978,False,False,True,False,0.0250000059604644,0.0218749996274709,0.0328124994412064,HL,HLLHLL,0.3549999892711639,2019-08-01,0.3199999928474426,2019-08-15,0.3100000023841858,-0.13,0.2800000011920929,0.2599999904632568,BY1-2019/06/28,False,False,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1432.HK
2021-07-08,1432.HK,0.7200000286102295,0.7200000286102295,0.6499999761581421,0.6499999761581421,0.6221749782562256,15311000.0,0.0,0.0,0.6527512256772209,0.6244378517844559,0.6193129978546865,0.6322333003996008,0.5932060788465374,False,False,True,False,0.0700000524520874,0.0306250005960464,0.0459375008940696,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/06/22,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1432.HK
2023-05-25,1432.HK,0.3700000047683716,0.3799999952316284,0.324999988079071,0.3300000131130218,0.3158734440803528,13985000.0,0.0,0.0,0.3476051591408639,0.3336895563123261,0.3237847770367938,0.3243163802737553,0.3556226464018505,False,False,True,False,0.0550000071525574,0.0110714265278407,0.0166071397917611,HL,HLLHHL,0.3600000143051147,2023-05-31,0.3449999988079071,2023-06-01,0.3400000035762787,-0.06,0.2899999916553497,0.2899999916553497,BY1-2023/04/28,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1432.HK
2025-10-02,1432.HK,0.3499999940395355,0.3499999940395355,0.3149999976158142,0.3300000131130218,0.3300000131130218,13218000.0,0.0,0.0,0.3206195301265072,0.3302145382569923,0.333942224805321,0.3079921469454842,0.2627238913056565,False,False,False,False,0.0349999964237213,0.0220588287886451,0.0330882431829677,HL,HLHHHL,0.3700000047683716,2025-10-03,0.3499999940395355,2025-10-13,0.3199999928474426,-0.14,0.2899999916553497,0.2899999916553497,BY1-2025/09/15,True,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1432.HK
2025-10-03,1432.HK,0.3300000131130218,0.3700000047683716,0.324999988079071,0.3549999892711639,0.3549999892711639,11757000.0,0.0,0.0,0.326870522698263,0.3323697948669203,0.334768019490256,0.308922995308369,0.2634591590185291,False,False,False,False,0.0450000166893005,0.0235294173745548,0.0352941260618322,HH,HHHLLH,0.3199999928474426,2025-10-13,0.3350000083446502,2025-10-14,0.3600000143051147,0.13,0.2899999916553497,0.2899999916553497,TP1-2025/09/15,True,True,True,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1432.HK
2017-03-30,1448.HK,4.800000190734863,4.820000171661377,4.730000019073486,4.739999771118164,3.334941864013672,3387676.0,0.0,0.0,4.798408897732093,4.701598683782514,4.607357841398915,4.622241985829257,4.791905480224769,False,False,True,False,0.0900001525878906,0.1158822845010196,0.1738234267515294,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2017/03/01,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1448.HK
2017-04-18,1448.HK,5.03000020980835,5.150000095367432,4.960000038146973,5.050000190734863,3.553051233291626,3635800.0,0.0,0.0,4.923329532443276,4.827231750318546,4.70280568050949,4.670944581885119,4.799244368927539,False,True,True,False,0.1900000572204589,0.129999965429306,0.194999948143959,HH,HHHLLH,4.769999980926514,2017-05-15,5.019999980926514,2017-05-19,5.039999961853027,0.06,4.78000020980835,4.78000020980835,TP1-2017/03/01,False,True,True,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1448.HK
2016-06-13,1456.HK,4.360000133514404,4.360000133514404,4.25,4.309999942779541,3.564314365386963,2656500.0,0.0,0.0,4.331471961379299,4.214664661868304,4.097331108536956,4.070263697071441,4.338277160694393,False,True,True,False,0.1100001335144043,0.1171428646360124,0.1757142969540187,HL,HLLHHL,4.519999980926514,2016-06-15,4.360000133514404,2016-06-16,4.329999923706055,-0.04,3.7200000286102295,3.7200000286102295,BY1-2016/05/23,False,True,True,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1456.HK
2018-03-05,1456.HK,3.4100000858306885,3.450000047683716,3.359999895095825,3.390000104904175,2.9228665828704834,175500.0,0.0,0.0,3.513326967906393,3.534143717267443,3.603722702966064,3.694654108472872,3.866782072807899,False,False,False,False,0.0900001525878906,0.1080000400543213,0.162000060081482,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/02/07,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1456.HK
2018-04-03,1456.HK,3.109999895095825,3.119999885559082,2.9600000381469727,2.990000009536743,2.5779855251312256,5574500.0,0.0,0.0,3.1956283889223864,3.300500006497173,3.4316046499149824,3.567296518225337,3.786630581131716,False,False,False,False,0.1599998474121093,0.0786667346954346,0.1180001020431519,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2018/02/07,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,1456.HK
2004-07-06,0147.HK,0.0379999987781047,0.0399999991059303,0.0379999987781047,0.0390000008046627,0.0252012051641941,900000.0,0.0,0.0,0.0339831025741616,0.0326749607897317,0.0326569887152026,0.0319931082329015,0.0298412603342392,True,True,True,False,0.0020000003278256,0.0002857143325465,0.0004285714988197,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2004/06/14,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2011-07-25,0147.HK,0.3050000071525574,0.3050000071525574,0.3000000119209289,0.3000000119209289,0.3000000119209289,30000.0,0.0,0.0,0.3261816761566681,0.3415993016917872,0.3702153076569896,0.4096801871194122,0.5010348533096856,False,False,False,False,0.0049999952316284,0.0111538423941685,0.0167307635912528,HL,HLLHHL,0.3449999988079071,2011-07-27,0.3449999988079071,2011-07-28,0.3050000071525574,-0.12,0.2800000011920929,0.2800000011920929,BY1-2011/07/04,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2011-08-01,0147.HK,0.3449999988079071,0.3499999940395355,0.3449999988079071,0.3449999988079071,0.3449999988079071,210000.0,0.0,0.0,0.3346930437269504,0.3424115336157984,0.3673636136376914,0.4059133843510301,0.4973345779831334,False,False,False,False,0.0049999952316284,0.0091666604081789,0.0137499906122684,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2011/07/04,False,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2020-03-31,0147.HK,0.1729999929666519,0.1729999929666519,0.1599999964237213,0.1720000058412552,0.1720000058412552,35000.0,0.0,0.0,0.1732690170340996,0.1748804813780902,0.1755796043492902,0.1729591515803452,0.2046064165853835,False,False,False,False,0.0129999965429305,0.0046923068853525,0.0070384603280287,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2020/03/17,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2021-03-01,0147.HK,0.0810000002384185,0.0850000008940696,0.0799999982118606,0.0850000008940696,0.0850000008940696,240000.0,0.0,0.0,0.0856093976542518,0.087153992761157,0.0953456198504199,0.1100969749933021,0.1461203895128744,False,False,False,False,0.005000002682209,0.0030769230081484,0.0046153845122227,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/01/21,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2021-03-24,0147.HK,0.0920000001788139,0.1500000059604644,0.0920000001788139,0.1059999987483024,0.1059999987483024,12400000.0,0.0,0.0,0.0865610193559323,0.0858977237370822,0.0914989001744638,0.1050044936936144,0.1409023524389381,False,False,False,False,0.0580000057816504,0.0027499999850988,0.0041249999776482,HH,HHHLLH,0.0970000028610229,2021-03-25,0.1169999986886978,2021-03-26,0.1199999973177909,0.24,0.0719999969005584,0.0719999969005584,TP3-2021/01/21,False,False,False,False,True,True,True,False,False,False,False,0.0,0.0,0.0,False,,,147.HK
2024-10-16,1477.HK,5.789999961853027,5.929999828338623,5.619999885559082,5.920000076293945,5.920000076293945,1671497.0,0.0,0.0,6.126859930892089,5.890872827260562,5.872625953081661,6.062390165652375,6.631211919978368,False,False,True,False,0.309999942779541,0.3914284706115722,0.5871427059173584,LL,LLLHLL,6.539999961853027,2024-10-18,5.260000228881836,2024-11-18,4.900000095367432,-0.25,4.920000076293945,4.179999828338623,BY1-2024/08/30,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1477.HK
2018-04-18,1478.HK,10.880000114440918,10.899999618530272,9.829999923706056,10.279999732971191,9.773731231689451,9678093.0,0.0,0.0,10.731674038428206,10.71489913932965,10.981716683977202,11.570171349208344,10.865093496543542,False,False,False,False,1.0699996948242152,0.5843749642372131,0.8765624463558197,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/03/27,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,False,,,1478.HK
2018-05-11,1478.HK,7.400000095367432,7.900000095367432,6.900000095367432,7.03000020980835,6.683787345886231,80897000.0,0.0,0.0,9.378237793544642,9.776445498962843,10.309335988353554,11.026334713061496,10.712944904112788,False,False,False,False,1.0,0.4000001907348628,0.6000002861022942,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2018/03/27,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,False,,,1478.HK
