Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,Capital Gains,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,SNO
2020-08-31,1222.HK,0.0659999996423721,0.0659999996423721,0.061999998986721,0.0640000030398368,0.0598186887800693,14445385,0.0,0.0,0.0634920844242431,0.0634937426708415,0.0633507914205912,0.0637429209540065,0.066257647407908,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2020/07/21,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1222.HK
2001-04-10,1225.HK,43.84064865112305,46.445045471191406,43.84064865112305,46.445045471191406,14.489282608032228,7372,0.0,0.0,15.08005056684492,15.037313003001076,14.647626231726486,14.869592643544149,15.987531497405872,False,True,LL,LLHLHL,48.61537170410156,2001-05-08,51.21976852416992,2001-05-21,49.48350524902344,45.57691192626953,BY1-2001/02/02,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1225.HK
2001-05-03,1225.HK,52.08789825439453,52.08789825439453,52.08789825439453,52.08789825439453,16.249664306640625,691,0.0,0.0,15.511464069879866,15.272975187771513,14.892367435745737,14.95576553707408,15.928654741197589,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2001/02/02,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1225.HK
2001-12-18,1225.HK,36.89559555053711,36.89559555053711,33.85713577270508,34.29119873046875,11.700603485107422,32760,0.0,0.0,12.48068831107466,12.776428306775212,13.574454033211833,14.343742017901455,15.32356920745948,False,False,LL,LLHHHH,38.6318588256836,2001-12-28,41.23625564575195,2002-01-15,42.97251510620117,33.85713577270508,CL2-2001/02/02,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1225.HK
2013-01-15,1229.HK,0.8600000143051147,0.8600000143051147,0.800000011920929,0.8399999737739563,0.8399999737739563,174000,0.0,0.0,0.829198619065377,0.8053710949051989,0.8049782322982321,0.8391956766595408,1.003645678384684,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2012/11/29,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1229.HK
2013-03-05,1229.HK,0.6499999761581421,0.699999988079071,0.6299999952316284,0.6499999761581421,0.6499999761581421,458000,0.0,0.0,0.703643827929685,0.7269847323116474,0.7573507374113351,0.7990046957046336,0.9581479666932536,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2012/11/29,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1229.HK
2020-06-16,1229.HK,0.1319999992847442,0.1469999998807907,0.1270000040531158,0.1469999998807907,0.1469999998807907,162000,0.0,0.0,0.1532237918062894,0.1514081693836163,0.1481914907582129,0.1628023555426621,0.233699489942737,False,True,LL,LLLLLL,0.0939999967813491,2020-08-05,0.0689999982714653,2020-09-30,0.061999998986721,0.1099999994039535,BY1-2020/03/16,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1229.HK
2020-08-31,1229.HK,0.0900000035762786,0.0970000028610229,0.0820000022649765,0.0890000015497207,0.0890000015497207,1152000,0.0,0.0,0.104283044577216,0.1189337483127349,0.131646247586866,0.1492423583678876,0.2183368035029564,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2020/03/16,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1229.HK
2025-10-13,1231.HK,0.4099999964237213,0.4099999964237213,0.3199999928474426,0.3499999940395355,0.3499999940395355,1272000,0.0,0.0,0.3225344188469087,0.281009595245033,0.262491302745244,0.2836339861319283,0.3974765464142458,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2025/08/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1231.HK
2012-08-08,1235.HK,0.4000000059604645,0.4399999976158142,0.3899999856948852,0.4300000071525574,0.2418919205665588,80000,0.0,0.0,0.257552656055166,0.2567530403648018,0.2543999642616089,0.2741699517334411,0.4366883498018662,False,True,LL,LLHLLL,0.4300000071525574,2012-08-23,0.4250000119209289,2012-09-06,0.4250000119209289,0.3899999856948852,BY1-2012/06/08,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1235.HK
2012-08-14,1235.HK,0.449999988079071,0.4799999892711639,0.449999988079071,0.4799999892711639,0.2700188457965851,25000,0.0,0.0,0.2591632027778297,0.2576199418017833,0.2549650967486203,0.2736796146906903,0.4339094439579292,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2012/06/08,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1235.HK
2012-11-12,1235.HK,0.4149999916553497,0.4149999916553497,0.4149999916553497,0.4149999916553497,0.2523824870586395,5000,0.0,0.0,0.2595509653828273,0.2613491048154912,0.2605695288995277,0.2687282992240847,0.3954186187520001,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2012/06/08,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1235.HK
2014-03-17,1239.HK,23.31831741333008,26.64950561523437,21.95555877685547,26.043834686279297,24.025711059570312,26945,0.0,0.0,26.221482170489374,26.11544517658384,26.02614457984512,24.4841171226921,20.849199128822733,True,True,LL,LLLLLH,18.92720413208008,2014-04-02,24.983911514282227,2014-04-08,28.76935386657715,21.501304626464844,BY1-2014/01/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1239.HK
2014-10-21,1239.HK,30.132110595703125,32.857627868652344,30.132110595703125,31.49486923217773,31.49486923217773,39889,0.0,0.0,28.808875999469077,27.4439331088086,25.83990180550192,24.93712376727777,22.820077940164538,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2014/01/15,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1239.HK
2014-10-23,1239.HK,34.82605743408203,36.34023666381836,33.766136169433594,35.43172836303711,35.43172836303711,16378,0.0,0.0,30.90814887402717,28.72462838925472,26.55463058692039,25.336880555276068,23.01547208153139,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2014/01/15,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1239.HK
2020-01-30,1239.HK,1.0902069807052612,1.1961990594863892,0.999355971813202,1.0599230527877808,1.0599230527877808,282926,0.0,0.0,1.1031923577033431,1.092163315197089,1.0904942794022885,1.1522186451733212,1.7791689940582232,False,True,HL,HLLHLL,1.014497995376587,2020-03-03,0.7268040180206299,2020-03-19,0.6208119988441467,0.9236469864845276,TP1-2019/12/11,True,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1239.HK
2020-03-05,1239.HK,0.9387890100479126,0.9539309740066528,0.9085050225257874,0.9236469864845276,0.9236469864845276,171710,0.0,0.0,0.975344308606468,1.005367541427433,1.040303979989892,1.1034043091256067,1.6650216061968173,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2019/12/11,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1239.HK
2011-12-29,0124.HK,2.0799999237060547,2.180000066757202,2.0,2.180000066757202,1.1205637454986572,365276,0.0,0.0,1.0806616601018215,1.0553638285146958,1.0347708588777498,1.0364658294413618,1.0311686802155318,False,True,HL,HLHLHH,2.200000047683716,2012-01-19,2.5799999237060547,2012-01-26,2.650000095367432,2.0,BY1-2011/11/21,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2011-12-30,0124.HK,2.119999885559082,2.190000057220459,2.109999895095825,2.180000066757202,1.1205637454986572,436250,0.0,0.0,1.087916584719428,1.0610333865133013,1.03813528580406,1.038131134709823,1.031880991492688,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2011/11/21,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2012-01-20,0124.HK,2.3399999141693115,2.5199999809265137,2.3399999141693115,2.4600000381469727,1.2644894123077393,1234000,0.0,0.0,1.1764029750274108,1.1392485697830017,1.091833244808118,1.068104959842958,1.0453893890539416,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2011/11/21,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2012-10-15,0124.HK,2.450000047683716,2.450000047683716,2.3499999046325684,2.359999895095825,1.217978835105896,1032000,0.0,0.0,1.249181233179456,1.2315940959144456,1.2292666141929256,1.2494409205129442,1.2360150167286552,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2012/09/06,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2012-10-24,0124.HK,2.5,2.7799999713897705,2.5199999809265137,2.7699999809265137,1.4295768737792969,4608500,0.0,0.0,1.272108143394807,1.2466459528396483,1.2360005151553135,1.2504433354647346,1.236989738760494,False,True,HH,HHHLLL,2.650000095367432,2012-11-06,2.650000095367432,2012-11-13,2.619999885559082,2.289999961853028,TP2-2012/09/06,False,True,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2013-05-09,0124.HK,3.2799999713897705,3.2799999713897705,3.1700000762939453,3.190000057220459,1.6463359594345093,4662000,0.0,0.0,1.6446511874102772,1.6265976930167267,1.6145960919755489,1.571106840391599,1.4514296948184109,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2013/04/25,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2013-06-04,0124.HK,3.059999942779541,3.069999933242798,2.990000009536743,3.0,1.5482783317565918,2048000,0.0,0.0,1.5958505701083,1.6083621017240568,1.6112627558501442,1.5821764567578274,1.4716548636222213,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2013/04/25,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,124.HK
2017-09-22,1241.HK,0.5199999809265137,0.5199999809265137,0.4799999892711639,0.5,0.5,254000,0.0,0.0,0.5158513590062059,0.5084689243138283,0.5084380157524616,0.5296830383971505,0.5750276793308907,False,True,LL,LLLLHL,0.4350000023841858,2017-10-06,0.4749999940395355,2017-10-18,0.4650000035762787,0.4600000083446502,BY1-2017/08/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1241.HK
2018-02-13,1241.HK,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3799999952316284,0.3799999952316284,44000,0.0,0.0,0.4217144940695728,0.438709088493818,0.4584711256242462,0.4816482903279591,0.5332824154198558,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2017/08/15,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1241.HK
2023-05-30,1244.HK,79.5,79.5,69.3499984741211,72.69999694824219,72.69999694824219,182500,0.0,0.0,73.97086256978075,71.57798285621202,69.51495071191403,63.99180816214541,,False,True,HL,HLHHHH,111.5,2023-06-19,100.9000015258789,2023-06-28,114.0,69.3499984741211,BY1-2023/04/24,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1244.HK
2023-06-05,1244.HK,83.69999694824219,84.0,79.75,82.0,82.0,326511,0.0,0.0,76.990562991159,73.85908468743787,70.89854828681874,65.13022859106036,,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2023/04/24,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1244.HK
2023-06-13,1244.HK,94.5,99.0,94.5,97.0,97.0,391500,0.0,0.0,86.38444796005736,80.3721497654111,74.72668125926937,67.78870846085405,,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2023/04/24,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1244.HK
2021-02-24,1245.HK,0.2649999856948852,0.2849999964237213,0.2300000041723251,0.2849999964237213,0.2187273502349853,146000,0.0,0.0,0.1981234609440932,0.1854070683104228,0.1846004008449099,0.1998975565761645,0.260996184391868,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2021/01/18,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1245.HK
2021-03-08,1245.HK,0.2800000011920929,0.3000000119209289,0.2800000011920929,0.2800000011920929,0.2148900479078292,372000,0.0,0.0,0.2051567352484844,0.1938635405763154,0.1888841606665421,0.2006787136237226,0.2589194193788462,False,True,HH,HHHLHL,0.2409999966621399,2021-03-19,0.270000010728836,2021-03-29,0.2460000067949295,0.2329999953508377,TP1-2021/01/18,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1245.HK
2021-08-03,1245.HK,0.2249999940395355,0.550000011920929,0.2199999988079071,0.550000011920929,0.4221054315567016,186845062,0.0,0.0,0.2241349848926815,0.2046092968704503,0.1966758683260921,0.1983672047981869,0.2399878798251807,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2021/01/18,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1245.HK
2022-09-19,1245.HK,0.25,0.2899999916553497,0.25,0.2899999916553497,0.2451152354478836,8000,0.0,0.0,0.2223338866260691,0.208681039154347,0.2002902377554593,0.2012459297863818,0.2164727131981964,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2022/08/05,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1245.HK
2022-10-28,1245.HK,0.2070000022649765,0.2140000015497207,0.1710000038146972,0.1959999948740005,0.1656641364097595,178000,0.0,0.0,0.1933197418505528,0.199377517977751,0.1995037097968303,0.200796400422776,0.2146208452199843,False,False,LL,LLHHHL,0.2899999916553497,2022-12-14,0.2349999994039535,2023-01-27,0.231000006198883,0.1850000023841858,CL1-2022/08/05,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1245.HK
2003-12-15,0125.HK,3.0999999046325684,3.125,3.0,3.0999999046325684,0.9747465252876282,522000,0.0,0.0,0.9770228614124988,0.965649951564099,0.9653162274624448,0.9616346309915732,0.8869848925873606,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2003/11/19,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2003-12-18,0125.HK,3.125,3.200000047683716,3.125,3.174999952316284,0.998329222202301,386000,0.0,0.0,0.9804937483000497,0.9699275841170968,0.9673191818284924,0.9628682487760368,0.8892545176691316,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2003/11/19,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2004-01-15,0125.HK,3.299999952316284,3.400000095367432,3.299999952316284,3.375,1.0833959579467771,640000,0.0,0.0,1.0378304974709316,1.0155240851180158,0.9942625932680088,0.9792306934508664,0.9056625797274512,True,True,HH,HHHHHL,3.424999952316284,2004-01-28,3.400000095367432,2004-01-30,3.299999952316284,3.150000095367432,TP2-2003/11/19,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2004-12-20,0125.HK,3.75,3.75,3.5999999046325684,3.674999952316284,1.206660509109497,302000,0.0,0.0,1.2247267813147469,1.2110584577939958,1.1968330471863,1.1774611996426765,1.1040738123104377,True,True,HL,HLHLLL,3.700000047683716,2005-01-03,3.700000047683716,2005-01-14,3.674999952316284,3.5999999046325684,BY1-2004/11/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2005-01-05,0125.HK,3.724999904632568,3.799999952316284,3.724999904632568,3.724999904632568,1.223077654838562,180000,0.0,0.0,1.2204498038810736,1.214632338356846,1.202122621840307,1.1828144080161953,1.1103004784845492,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2004/11/15,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2005-04-06,0125.HK,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,1.1515722274780271,122000,0.0,0.0,1.1971346163541798,1.221656536187424,1.2285988966265489,1.2137521608650592,1.1452170920924072,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2004/11/15,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2009-10-29,0125.HK,2.759999990463257,2.7799999713897705,2.7100000381469727,2.7799999713897705,1.2147345542907717,910000,0.0,0.0,1.2107830931535424,1.203223823320953,1.195289267668894,1.1315288087204198,1.047499583838175,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2009/09/28,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2009-11-03,0125.HK,2.799999952316284,2.890000104904175,2.799999952316284,2.8299999237060547,1.2365820407867432,794000,0.0,0.0,1.2099242058620756,1.2040114648040448,1.1964341064225583,1.1358061566401432,1.051227821047752,True,True,HH,HHHHHH,3.2799999713897705,2009-11-17,3.7200000286102295,2009-12-09,3.900000095367432,2.630000114440918,TP1-2009/09/28,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2009-11-16,0125.HK,3.049999952316284,3.150000095367432,2.990000009536743,3.150000095367432,1.3764079809188845,366000,0.0,0.0,1.2666568519378971,1.2382563518663576,1.2155593837062668,1.1558657857923635,1.0654764022127303,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2009/09/28,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,125.HK
2020-01-23,1251.HK,0.6899999976158142,0.6899999976158142,0.6499999761581421,0.6600000262260437,0.6600000262260437,3156000,0.0,0.0,0.6916314205697873,0.6779653832041765,0.653400955512792,0.6531913256002925,0.6649799501828587,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/12/06,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1251.HK
2020-03-12,1251.HK,0.5199999809265137,0.5299999713897705,0.4699999988079071,0.4799999892711639,0.4799999892711639,8292000,0.0,0.0,0.5720774804120577,0.5908658427791684,0.6070596117227496,0.6232432608336904,0.6479913610807501,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2019/12/06,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1251.HK
2020-03-12,1253.HK,0.6200000047683716,0.6399999856948853,0.5600000023841858,0.6299999952316284,0.6299999952316284,5884000,0.0,0.0,0.5963067153560873,0.5044848966773493,0.4361658023487382,0.428302580430237,0.508044285530288,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2020/01/06,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1253.HK
2020-03-20,1253.HK,0.6800000071525574,0.9100000262260436,0.6800000071525574,0.8199999928474426,0.8199999928474426,1660000,0.0,0.0,0.6885873142522718,0.5892618030306384,0.4901493702159461,0.4572959371323797,0.5168408476929568,False,True,HH,HHHLLL,0.6299999952316284,2020-04-02,0.6200000047683716,2020-04-14,0.6100000143051147,0.5400000214576721,TP1-2020/01/06,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1253.HK
2021-12-09,1253.HK,0.2300000041723251,0.2300000041723251,0.2300000041723251,0.2300000041723251,0.2300000041723251,44000,0.0,0.0,0.2453435555745591,0.2580433997203343,0.2746445431309396,0.2977565053813605,0.3644888519370028,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2020/01/06,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1253.HK
2018-02-07,1255.HK,3.5,3.5199999809265137,3.5,3.5299999713897705,3.5299999713897705,20000,0.0,0.0,3.776839134020451,3.73040225850098,3.631228297855782,3.578451705266837,3.3776903648655257,True,True,HL,HLLLLL,3.450000047683716,2018-03-23,3.25,2018-04-18,3.1600000858306885,3.5999999046325684,BY1-2017/11/30,True,False,False,False,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1255.HK
2018-06-22,1255.HK,2.819999933242798,2.819999933242798,2.799999952316284,2.799999952316284,2.799999952316284,14000,0.0,0.0,3.206512635527992,3.3889430314333007,3.50867174113243,3.536224122617299,3.395906244147926,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2017/11/30,False,False,False,True,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1255.HK
2019-10-21,1255.HK,9.619999885559082,9.619999885559082,9.0,9.399999618530272,9.399999618530272,88000,0.0,0.0,9.946596973929092,9.5750933463652,9.132160822317552,8.706414649257173,7.197817178778196,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/08/15,True,False,False,False,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1255.HK
2019-11-13,1255.HK,8.1899995803833,8.220000267028809,4.46999979019165,5.0,5.0,2332000,0.0,0.0,7.796032649157973,8.44238310382019,8.733287734820046,8.616110735099728,7.354882758588121,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2019/08/15,False,False,False,True,False,False,0.0,0.0,0.0,False,False,0.0,,,,,,1255.HK
2018-11-06,1259.HK,0.1289999932050705,0.1309999972581863,0.1199999973177909,0.1299999952316284,0.1299999952316284,1615000,0.0,0.0,0.1232304938300128,0.114555902769838,0.1144107205655901,0.1269777954769503,0.1873072389522104,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2018/10/08,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1259.HK
2019-04-04,1259.HK,0.1360000073909759,0.163000002503395,0.135000005364418,0.1620000004768371,0.1620000004768371,20096000,0.0,0.0,0.1353923646044231,0.1264105406876303,0.1202427854261731,0.1209764805073717,0.1519919161846349,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2018/10/08,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1259.HK
2019-04-23,1259.HK,0.1759999990463256,0.1979999989271164,0.1759999990463256,0.1959999948740005,0.1959999948740005,9624000,0.0,0.0,0.1744051181054636,0.1566872238256807,0.138407524343486,0.1307009999310987,0.1536985575031335,False,True,,,0.0,,0.0,,0.0,0.0,TP2-2018/10/08,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1259.HK
2019-11-07,0126.HK,0.7799999713897705,0.8100000023841858,0.7799999713897705,0.8100000023841858,0.725824236869812,54000,0.0,0.0,0.715281402237435,0.7114803796906081,0.7113164252806806,0.7235826477951289,0.7608969098205245,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/09/18,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,126.HK
2019-11-11,0126.HK,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.800000011920929,0.7168634533882141,22000,0.0,0.0,0.7171374034663599,0.7130873048165373,0.712080578453577,0.7234931033746398,0.7602688088973887,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2019/09/18,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,126.HK
2020-01-31,0126.HK,0.75,0.7799999713897705,0.7200000286102295,0.7300000190734863,0.6541378498077393,178000,0.0,0.0,0.688547445017157,0.6970072050946949,0.7039285893609479,0.7130398666840911,0.7458244187415052,False,False,LL,LLLLLH,0.6499999761581421,2020-03-02,0.6800000071525574,2020-03-03,0.699999988079071,0.6600000262260437,CL2-2019/09/18,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,126.HK
2022-01-06,1262.HK,4.900000095367432,5.0,4.75,4.800000190734863,4.800000190734863,132100,0.0,0.0,4.973356452519025,4.925430139071458,4.804042869692115,4.442643328850097,3.825386224576666,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2021/12/13,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2022-01-17,1262.HK,5.0,5.300000190734863,5.0,5.0,5.0,35400,0.0,0.0,5.083174077503275,5.022808083598179,4.885664198600362,4.5338225373144745,3.897087253485001,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2021/12/13,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2022-03-18,1262.HK,4.300000190734863,4.349999904632568,4.25,4.199999809265137,4.199999809265137,7700,0.0,0.0,4.571723886224743,4.711753096128513,4.797357875933131,4.657987857496575,4.107727997491969,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2021/12/13,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2022-06-02,1262.HK,3.900000095367432,4.650000095367432,3.849999904632568,4.400000095367432,4.400000095367432,16600,0.0,0.0,4.492105177678699,4.394001920279663,4.391977561462885,4.42679240267864,4.115011711503063,False,True,HL,HLLLLL,3.700000047683716,2022-07-07,3.799999952316284,2022-07-27,3.400000095367432,3.75,BY1-2022/03/14,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2022-08-16,1262.HK,4.650000095367432,5.0,4.550000190734863,4.949999809265137,4.949999809265137,424000,0.0,0.0,4.227230895796957,4.184492909517174,4.243562474816003,4.322985666967381,4.122472225999196,False,False,HH,HHLHLL,4.849999904632568,2022-08-26,3.75,2022-10-12,3.3499999046325684,3.5,TP1-2022/03/14,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2022-11-17,1262.HK,3.0,3.0,2.700000047683716,2.75,2.75,59000,0.0,0.0,3.0044979168861308,3.262661791927135,3.638420743506929,3.925881975761138,4.017760873247419,False,False,,,0.0,,0.0,,0.0,0.0,CL2-2022/03/14,False,False,False,False,True,False,0.0,0.0,0.0,False,False,,,,,,,1262.HK
2018-03-06,1269.HK,16.149999618530273,16.200000762939453,15.300000190734863,15.899999618530272,15.899999618530272,687600,0.0,0.0,15.984862538316326,15.610188233769223,15.531419375131218,15.675016502582642,14.783739571386532,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2018/02/05,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1269.HK
2018-03-28,1269.HK,17.0,18.200000762939453,16.799999237060547,17.950000762939453,17.950000762939453,1076400,0.0,0.0,16.22511945733286,15.863742550066362,15.661771244169785,15.69753271856858,14.897219897546965,False,True,,,0.0,,0.0,,0.0,0.0,TP1-2018/02/05,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1269.HK
2018-04-03,1269.HK,18.350000381469727,19.5,17.950000762939453,19.5,19.5,1326000,0.0,0.0,17.151526361792328,16.385275040874713,15.917344418308232,15.82625412466941,14.961978877283745,True,True,,,0.0,,0.0,,0.0,0.0,TP2-2018/02/05,False,False,True,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1269.HK
2019-04-17,1269.HK,18.5,18.600000381469727,17.850000381469727,18.450000762939453,18.450000762939453,409200,0.0,0.0,18.9629955922328,18.8285223480908,18.63369625407264,18.83370550644409,19.41229749442278,False,True,,,0.0,,0.0,,0.0,0.0,BY1-2019/03/06,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1269.HK
2019-05-06,1269.HK,15.699999809265137,15.75,15.100000381469728,15.25,15.25,600470,0.0,0.0,16.444507404105128,17.286490962662466,17.879277589985072,18.389845372795044,19.181394519222355,False,False,,,0.0,,0.0,,0.0,0.0,CL1-2019/03/06,False,False,False,True,False,False,0.0,0.0,0.0,False,False,,,,,,,1269.HK
2017-01-16,1273.HK,0.9300000071525574,0.949999988079071,0.8999999761581421,0.9200000166893004,0.5592171549797058,636000,0.0,0.0,0.5333913972169609,0.523912650266227,0.5161599378731688,0.5064472252279554,0.4970163152341406,True,True,,,0.0,,0.0,,0.0,0.0,BY1-2016/12/09,True,False,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1273.HK
2017-01-26,1273.HK,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.959999978542328,0.5835309028625488,4000,0.0,0.0,0.5618201166914374,0.5464164075611856,0.5299945999024883,0.5153068098795852,0.5013041245540969,True,True,,,0.0,,0.0,,0.0,0.0,TP1-2016/12/09,False,True,False,False,False,False,0.0,0.0,0.0,False,False,,,,,,,1273.HK
