index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,classification,BOSS_PATTERN,LLDate,HHDate,HHHL_PATTERN,WLDate,WHDate,SNO
2025-07-30,0002.HK,67.9000015258789,68.6500015258789,67.5999984741211,68.55000305175781,67.26892852783203,5874068,0.0,0.0,-0.021881837100247,-0.0371991675891314,-0.0466813192585943,67.37405919089073,66.83268602263001,66.37929742562399,65.96615843720711,65.36239426238643,True,True,True,True,1.0500030517578125,0.4366683959960937,0.8733367919921875,65.9000015258789,67.25,67.3499984741211,0.02,65.5,65.3499984741211,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,67.1500015258789,65.3499984741211,False,45.049904217137644,39.10241362176289,0.0,87.80475550709158,66.88917118087008,67.90417362227633,65.87416873946383,3.0348782126830653,2.134604048385009,2.715436196253832,1,66.40199996948242,66.53500022888184,True,3.4717027196344343,3.706512305890482,67.9000015258789,False,0.9572923582795052,33.7%,33.67468075523104,False,1,False,False,False,True,True,True,True,87.8,True,False,False,True,False,False,HH,HHHLLH,2025-08-06,2025-08-11,LHHLHHLLHH,2025-06-25,2025-07-09,2.HK
2025-07-31,0002.HK,68.4000015258789,68.5,67.94999694824219,68.1500015258789,66.87640380859375,4527389,0.0,0.0,-0.0227439914461222,-0.0322817979219164,-0.0352164559375327,67.51513961543404,66.94723519682557,66.44873680210458,66.00940285480458,65.3846062724541,True,True,True,True,0.5500030517578125,0.4562516212463379,0.9125032424926758,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,51.34528807768178,36.94255816055491,0.0,79.54532449945293,67.0092502613471,68.05425300792913,65.96424751476508,3.118980566134812,1.5146524407803093,1.256928514954322,1,66.43100006103515,66.62000045776367,True,2.173920005966256,3.179407081140484,68.6500015258789,False,-0.7283321032578792,31.0%,30.996127199823054,False,1,False,False,False,True,True,True,True,79.5,True,False,False,True,False,False,,,,,,,,2.HK
2025-08-01,0002.HK,68.1500015258789,68.30000305175781,67.5999984741211,67.5999984741211,66.33668518066406,5315165,0.0,0.0,-0.0221893496132878,-0.0258875745488358,-0.0266271518194244,67.53056849883168,67.00399722093823,66.49388431865424,66.04089979776134,65.40225879995744,True,True,True,True,0.7000045776367188,0.4687519073486328,0.9375038146972656,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,56.21076506124792,35.15140361844661,4.242390053895694,70.70694148817294,67.06551199589701,68.13051520024271,66.00050879155131,3.176008570279329,0.8853416824757852,1.7806445238460749,1,66.44800003051758,66.69000053405762,True,1.2734059537394662,2.7355552262625547,68.6500015258789,False,-1.5295018622279186,28.0%,28.03304405469185,False,1,False,False,False,True,False,True,True,70.7,True,False,False,True,True,False,,,,,,,,2.HK
2025-08-04,0002.HK,67.5,68.19999694824219,67.30000305175781,67.5,66.2385482788086,3723503,0.0,0.0,-0.0207407633463542,-0.0222222222222222,-0.0251851399739583,67.52501058995318,67.04712789737839,66.53333983556976,66.069792871073,65.41897386928049,False,True,True,True,0.899993896484375,0.506251335144043,1.012502670288086,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,58.3196183732455,32.38633752862098,7.386272505563807,67.70823399263767,67.10689180581159,68.23189409462995,65.98188951699322,3.352866623815045,0.7138855017354231,0.2197024646639334,1,66.46300003051758,66.76500053405762,True,1.1235955056179776,2.505697136086272,68.6500015258789,False,-1.6751660601863083,25.2%,25.24397058074699,False,1,False,False,False,False,False,True,True,67.7,True,False,False,False,True,False,,,,,,,,2.HK
2025-08-05,0002.HK,67.80000305175781,68.30000305175781,66.44999694824219,67.0,65.7479019165039,6945115,0.0,0.0,-0.0149253731343284,-0.0253730887797341,-0.0194030306232508,67.4295541190526,67.04302981934549,66.55164023417487,66.08821281422007,65.43157168705515,False,True,True,True,1.850006103515625,0.5250015258789062,1.0500030517578125,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,56.07469327730909,26.34142964751558,14.63410277098784,62.50000000000001,67.09671163382953,68.37671499076312,65.81670827689594,3.8153981790315497,0.1781938594836371,2.5379414831194063,1,66.46800003051757,66.82000045776367,True,0.3745318352059925,1.8237034841750364,68.6500015258789,False,-2.4034981634441874,21.7%,21.698697977354907,False,1,False,False,False,True,False,True,True,62.5,True,False,False,True,True,False,,,,,,,,2.HK
2025-08-06,0002.HK,66.9000015258789,66.9000015258789,65.9000015258789,66.4000015258789,65.15911102294922,7019028,0.0,0.0,-0.0060241192272112,-0.0316264823172125,-0.0090361213905582,67.24236273847556,66.98711431556579,66.54569361816326,66.09438684811431,65.43928825947606,False,True,True,True,1.0,0.5500016212463379,1.1000032424926758,67.3499984741211,64.25,64.0,-0.05,65.9000015258789,65.3499984741211,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,65.3499984741211,68.6500015258789,False,53.362710762511696,23.611082657933384,18.98139350556415,54.464280848605725,67.03035829021518,68.36036164714876,65.70035493328159,3.968361175022204,0.4720405323711318,2.1431799006407632,1,66.46200012207031,66.86000061035156,False,-0.44976826999868,0.226417397553066,68.6500015258789,False,-3.277494464660456,17.0%,17.01786295270804,True,2,False,False,False,True,False,True,True,54.5,True,False,False,True,True,False,HL,HLLHLL,2025-08-11,2025-09-04,HLHHLLHHHL,2025-07-09,2025-07-30,2.HK
2025-08-07,0002.HK,66.75,67.0999984741211,66.4000015258789,66.6500015258789,65.40443420410156,4463500,0.0,0.0,-0.0112528129456799,-0.0360090243200824,-0.0172543360772825,67.13466069982162,66.95780015994085,66.5497841243482,66.10538911896113,65.44893537713665,False,True,True,True,0.6999969482421875,0.5705889533547794,1.1411779067095589,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,52.50119137813439,22.8310088688938,18.721385467667105,53.63637246375002,66.99413383646886,68.35913627787511,65.62913139506261,4.074990937977306,0.2939770176514189,0.4040756783798176,1,66.46700012207032,66.9200008392334,True,0.3765060154442381,-0.1498104481214887,68.6500015258789,False,-2.913328413031517,11.9%,11.890511061062025,True,2,False,False,False,False,False,True,True,53.6,True,False,False,False,True,False,,,,,,,,2.HK
2025-08-08,0002.HK,66.5999984741211,67.0,66.3499984741211,66.8499984741211,65.60069274902344,3094404,0.0,0.0,-0.0142108746436239,-0.0336574428026504,-0.026178011068728,67.08290393151243,66.94842610030435,66.561557236104,66.12013385866727,65.460099226515,False,True,True,True,0.6500015258789062,0.5764716653262868,1.1529433306525736,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,52.198070336691885,20.089250134025065,18.74995316786205,52.33644593261042,66.98040665910241,68.35540971086023,65.6054036073446,4.105687380358587,0.1568782049605776,0.5332307920734366,1,66.47300003051758,66.98500061035156,True,0.4507819813771704,0.1498104481214887,68.6500015258789,False,-2.622000017114737,6.1%,6.106657578343921,True,2,False,False,False,False,False,True,True,52.3,True,False,False,False,True,False,,,,,,,,2.HK
2025-08-11,0002.HK,67.1500015258789,67.3499984741211,66.9000015258789,67.25,65.99322509765625,1944856,0.0,0.0,-0.017100394436861,-0.0386616873475255,-0.0379182609926812,67.11328503487381,66.97464991766918,66.5885549915509,66.14250744562435,65.47436138407264,True,True,True,True,0.4499969482421875,0.5852948357077206,1.1705896714154411,64.0,65.80000305175781,66.0,0.03,64.30000305175781,64.30000305175781,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,68.6500015258789,65.9000015258789,False,50.37990684249655,16.20367623165063,19.44439734949632,47.42268365581249,67.00608221537837,68.40108496196041,65.61107946879633,4.163809315393384,0.2270912480461076,1.2664296600205425,1,66.48699996948243,67.07000045776367,True,1.0518360873669383,1.3564454356844329,68.6500015258789,False,-2.039332111815248,1.1%,1.0551431931080657,True,2,False,False,False,False,False,True,False,47.4,True,False,False,False,False,False,LH,LHLLLH,2025-09-04,2025-09-12,HHLLHHHLLH,2025-07-30,2025-08-06,2.HK
2025-08-12,0002.HK,67.0999984741211,67.30000305175781,66.8499984741211,66.94999694824219,65.6988296508789,4032326,0.0,0.0,-0.0171769073772088,-0.0291261693372397,-0.0306197985930917,67.08359629184987,66.97250618119728,66.60272918593095,66.1584973367653,65.48611943637677,False,True,True,True,0.4500045776367187,0.5911775476792279,1.1823550953584558,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,48.71818894476401,15.094294807847607,20.282992386455405,44.11759426030866,67.0007407613654,68.405744118299,65.59573740443182,4.19399350206515,0.2414054957148365,0.1147003588512295,1,66.50699996948242,67.12750015258788,True,1.516300297610027,1.2859281297167924,68.6500015258789,False,-2.476335819156348,-3.7%,-3.654059584092717,True,2,False,False,False,False,False,True,False,44.1,True,False,False,False,False,False,,,,,,,,2.HK
2025-08-13,0002.HK,67.05000305175781,67.25,66.94999694824219,67.05000305175781,65.79696655273438,3896485,0.0,0.0,-0.015660000059169,-0.0253542803916718,-0.0328114016033448,67.07748843001495,66.97924503950689,66.62026933753201,66.17615091527999,65.4985806604037,False,True,True,True,0.3000030517578125,0.5852952844956342,1.1705905689912683,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,46.127016085441646,15.238047489607698,20.476160373883115,47.00005035392707,67.00543240806945,68.40043591759094,65.61042889854797,4.163851972555847,0.2213967844428897,0.015533303751147,1,66.51,67.19500045776367,True,0.2242175223581739,1.2839971944110418,68.6500015258789,False,-2.3306605077320275,-8.4%,-8.395914180112952,True,2,False,False,False,False,False,True,False,47.0,True,False,False,False,False,False,,,,,,,,2.HK
2025-08-14,0002.HK,67.05000305175781,67.25,66.55000305175781,66.5999984741211,65.3553695678711,5843285,0.0,0.0,-0.0097597828944617,-0.0127627401440764,-0.0300300307180508,66.99067207439788,66.94626707729944,66.61947440171197,66.18454393624714,65.5073568979632,False,True,True,True,0.6999969482421875,0.587501049041748,1.175002098083496,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,44.16548851138043,14.48591167173985,23.831688738392824,44.7618909217735,66.96681965245533,68.37682255162525,65.5568167532854,4.211049312144622,1.0529308190140418,1.1866484529930708,1,66.52199996948242,67.23000030517578,True,0.9090885971531724,0.2257359409598502,68.6500015258789,False,-2.9861660687436773,-12.4%,-12.408212174881772,True,2,False,False,False,True,False,True,False,44.8,True,False,False,True,False,False,,,,,,,,2.HK
2025-11-04,0002.HK,66.69999694824219,66.80000305175781,66.55000305175781,66.69999694824219,66.08430480957031,3067559,0.0,0.0,0.0307346798433674,0.0164918463844789,0.0262368827596493,66.2648732915027,65.96810160214842,65.8137583213561,65.810947986064,65.53469030086903,True,True,True,True,0.25,0.4187498092651367,0.8374996185302734,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,42.25572628492698,24.06014951332449,8.27073017388152,68.51853944966572,66.00362598497325,66.98362476427013,65.02362720567638,2.969530127087229,1.5199709622519029,0.442692268601581,1,65.51899993896484,65.95499992370605,True,1.2139535718358418,1.832056409530057,66.69999694824219,False,0.0,2.3%,2.295629832654744,False,1,False,False,False,False,False,True,True,68.5,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-05,0002.HK,66.69999694824219,66.94999694824219,66.55000305175781,66.94999694824219,66.33199310302734,3144660,0.0,0.0,0.0261389108255358,0.0186706505896685,0.0261389108255358,66.38944122909169,66.05348380615658,65.85831669888105,65.83350341105762,65.5459676446728,True,True,True,True,0.399993896484375,0.4166661580403646,0.8333323160807292,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,42.55141642815305,23.13420938759708,8.209023207087386,67.30763587706068,66.09375655290363,67.06875426408527,65.11875884172198,2.950347391439986,1.9633505683298345,0.4837784460648838,1,65.5399998474121,66.06499977111817,True,1.593316233765106,2.841779596748401,66.80000305175781,False,0.2245417509459649,1.3%,1.277429369597849,False,1,False,False,False,False,False,True,True,67.3,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-06,0002.HK,67.0,67.5,66.9000015258789,67.5,66.87692260742188,4808781,0.0,0.0,0.0162962736906828,0.0185185185185186,0.0222222222222221,66.59136100562047,66.17926782301252,65.92269643617983,65.86650334351192,65.56153762359972,True,True,True,True,0.5999984741210938,0.4433324178059896,0.8866648356119792,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,43.50738512106824,28.77694445786148,7.913733824543224,73.01586917137348,66.22768450024614,67.222681906252,65.23268709424028,3.004777876545471,2.767581097420302,1.1228685709428363,1,65.5679998779297,66.19499969482422,True,2.118005383051594,4.327671072376897,66.94999694824219,False,0.8215131842097166,0.3%,0.2851077581879524,False,1,False,False,False,False,False,True,True,73.0,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-07,0002.HK,67.5,67.80000305175781,67.5,67.69999694824219,67.0750732421875,3848476,0.0,0.0,0.0036927623525762,0.0081241222533332,0.0169867293606837,66.79293117700624,66.31150513824988,65.99239449547639,65.90281014756599,65.57857714013073,True,True,True,True,0.3000030517578125,0.4099995930989583,0.8199991861979167,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,43.56897020385744,29.629696609376374,8.148211778907559,73.01586917137348,66.36790473338863,67.31290290233395,65.42290656444331,2.847756525511961,2.520192266416057,0.1458415637189326,1,65.60599975585937,66.30249938964843,True,2.8875285841398117,4.31432258325415,67.5,False,0.2962917751736111,-0.8%,-0.7967887323492517,False,1,False,False,False,False,False,True,True,73.0,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-10,0002.HK,67.69999694824219,68.0999984741211,67.55000305175781,67.94999694824219,67.32276153564453,3822445,0.0,0.0,0.0080942321774752,-0.0036791760298447,0.0154525842371648,67.00330677177641,66.45398268694487,66.06916321911427,65.94334850005463,65.59747291549417,True,True,True,True,0.5499954223632812,0.4333328247070312,0.8666656494140625,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,42.7167940406128,33.09354650320326,7.913733824543224,74.24243475124672,66.5185801824223,67.48357804619182,65.55358231865277,2.9014385488177594,2.3744403045165647,0.0917525536683271,1,65.64499969482422,66.41499938964844,True,2.954540830669981,4.780259902948452,67.80000305175781,False,0.2212299258598428,-1.4%,-1.4368166957292372,False,1,False,False,False,False,False,True,True,74.2,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-11,0002.HK,67.94999694824219,68.30000305175781,67.9000015258789,68.19999694824219,67.5704574584961,4871269,0.0,0.0,-0.0014662533518438,-0.0183284465679469,0.017595375826005,67.22088680386109,66.6058100140142,66.1527253261389,65.98803460793953,65.618210158783,True,True,True,True,0.4000015258789062,0.4133331298828125,0.826666259765625,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,44.06800072638981,36.7648131297775,5.147051398707711,79.4118175045552,66.67871511250038,67.61371343403358,65.74371679096718,2.8044881187517494,2.2397533924377626,1.1399607097870927,1,65.68999969482422,66.53249931335449,True,3.411675669622561,5.572753187545757,68.0999984741211,False,0.1468406407660853,-2.1%,-2.117198479407812,False,1,False,False,False,False,False,True,True,79.4,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-12,0002.HK,68.30000305175781,68.8499984741211,68.30000305175781,68.8499984741211,68.2144546508789,6560113,0.0,0.0,-0.0101669856754651,-0.0203340821627633,0.0065360143443702,67.51708892572654,66.8009568366322,66.25850074370685,66.0447071597451,65.64396146010044,True,True,True,True,0.5499954223632812,0.4199996948242187,0.8399993896484375,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,47.39833298004318,45.1852195123054,2.2222498513677555,91.78074174405796,66.8855040040833,67.84050278338017,65.93050522478643,2.855622585242298,2.4545980464182446,2.3030142432076777,1,65.74999969482423,66.68999938964843,True,4.555808761603834,6.744183680807897,68.30000305175781,False,0.8052641256055204,-2.3%,-2.30259701206208,False,1,False,False,False,True,True,True,True,91.8,True,False,False,True,False,False,,,,,,,,2.HK
2025-11-13,0002.HK,68.69999694824219,68.94999694824219,68.25,68.75,68.1153793334961,3705743,0.0,0.0,-0.0101817737926136,-0.0130909312855113,0.0145454545454546,67.74125457559444,66.9704388508381,66.35620659689482,66.09827731499767,65.66871077117534,True,True,True,True,0.6999969482421875,0.4433324178059896,0.8866648356119792,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,51.4001305415356,45.32377259733816,2.158301022670888,88.88886534141483,67.06307505131346,68.05307291508299,66.07307718754393,2.9524380234936505,1.9678016737455808,0.1890176179205014,1,65.80499969482422,66.82499923706055,True,4.166666666666666,6.5891472868217065,68.8499984741211,False,-0.1452410694804598,-2.5%,-2.4662408268526725,False,1,False,False,False,False,False,True,True,88.9,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-14,0002.HK,68.30000305175781,68.80000305175781,68.30000305175781,68.80000305175781,68.16492462158203,3059234,0.0,0.0,-0.0116279508179087,-0.0145348830762072,0.0159883492053565,67.93375429853323,67.12953139004851,66.4520417519875,66.15177683453749,65.6936613072756,True,True,True,True,0.5,0.45333251953125,0.9066650390625,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,55.06766597977488,42.85712728691599,2.142883612242807,88.73236106991958,67.2284967656415,68.23349478199891,66.22349874928408,2.9897976742238983,1.7434879330605275,0.7019382332799834,1,65.87499969482423,66.96249923706054,True,5.3598772380237785,6.749427943354258,68.94999694824219,False,-0.2175401060524615,-2.4%,-2.420673754724212,False,1,False,False,False,False,False,True,True,88.7,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-17,0002.HK,68.9000015258789,69.0999984741211,68.75,69.0,68.36307525634766,4152546,0.0,0.0,-0.0108695652173913,-0.0072463768115942,0.0166666887808537,68.12761715334537,67.29218083439213,66.5519616832821,66.20817729325951,65.72000663550448,True,True,True,True,0.3499984741210937,0.4433324178059896,0.8866648356119792,67.4000015258789,68.75,69.0999984741211,0.03,67.55000305175781,65.75,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,66.0,64.30000305175781,False,60.34717011553099,48.175122321212775,0.0,93.05555261211506,67.39721135938993,68.38720922315946,66.4072134956204,2.9378006709816264,1.6776559375486724,0.2722330365935898,1,65.96899963378907,67.09999923706054,True,7.309481687674197,6.153846153846154,68.94999694824219,False,0.0725207454256272,-2.1%,-2.1198061468220453,False,1,False,False,False,False,False,True,True,93.1,True,False,False,False,False,False,HH,HHHLLH,2025-12-02,2025-12-04,LHLLLHHLHH,2025-09-12,2025-09-29,2.HK
2025-11-18,0002.HK,69.0,69.05000305175781,68.44999694824219,68.75,68.1153793334961,3370797,0.0,0.0,-0.0138181374289773,-0.0043636807528408,0.0261818625710226,68.24077767091893,67.41894771835803,66.63815926432987,66.25851041616527,65.74415000892675,True,True,True,True,0.600006103515625,0.4566660563151041,0.9133321126302084,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,63.90181498467133,46.09915416381691,4.2553698044274375,85.71428571428571,67.52604837278136,68.54104699949035,66.51104974607237,3.00624322366868,1.3018772356843469,0.352608493536061,1,66.05899963378906,67.21999931335449,True,7.003891050583658,6.0138806748549625,69.0999984741211,False,-0.5065101039794856,-1.8%,-1.7867811725255978,False,1,False,False,False,False,False,True,True,85.7,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-19,0002.HK,69.0,69.0,68.30000305175781,68.69999694824219,68.06584167480469,3693136,0.0,0.0,-0.0072780207017577,0.0,0.0283843473691247,68.32427208497771,67.53034330356535,66.71901564409114,66.30685668412718,65.76770257418026,True,True,True,True,0.6999969482421875,0.4666656494140625,0.933331298828125,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,67.44828313511674,41.9117053073754,6.617614059652996,88.23525451873128,67.63785299901573,68.66785101537316,66.60785498265831,3.0456259939901207,1.1349982243445431,0.0280089156086139,1,66.14099960327148,67.34499931335449,True,6.346747013877349,6.100381387246621,69.0999984741211,False,-0.5788734221589199,-1.7%,-1.6532379400406303,False,1,False,False,False,False,False,True,True,88.2,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-20,0002.HK,69.0,69.0,68.5,68.5999984741211,67.96676635742188,3626320,0.0,0.0,0.0021866112130526,0.0058309261629183,0.0342565382856039,68.37440415573104,67.62335679665715,66.79277967664135,66.35226543244389,65.7902706690005,True,True,True,True,0.5,0.45333251953125,0.9066650390625,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,70.99475128556216,41.00712553611673,6.474786184517464,84.8484638308399,67.72948590140672,68.73948422293992,66.71948757987352,2.982447919369858,0.955448180180716,0.0745743824042209,1,66.21999954223632,67.48499908447266,True,6.109817254468329,5.701073746149008,69.0999984741211,False,-0.7235890174256038,-1.7%,-1.708349267101894,False,1,False,False,False,False,False,True,True,84.8,True,False,False,False,False,False,,,,,,,,2.HK
2025-11-21,0002.HK,68.5999984741211,68.5999984741211,67.8499984741211,67.94999694824219,67.32276153564453,4543597,0.0,0.0,0.0044150561476306,0.0132450561633497,0.0375276404162336,68.29723920891487,67.65176028809933,66.83816074611589,66.38390368028148,65.80747964333709,False,True,True,True,0.75,0.4699991861979166,0.9399983723958332,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,70.52224873949554,35.172387666255204,15.172408712882955,67.60561866814527,67.75048695348629,68.7854852750195,66.71548863195308,3.055323638467074,0.3279484467909856,0.6822519932870673,1,66.27899948120117,67.58499908447266,True,4.538456843449519,3.6613177494276496,69.0999984741211,False,-1.6642569482973255,-1.3%,-1.3402372582474564,False,1,False,False,False,False,False,True,True,67.6,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-24,0002.HK,68.19999694824219,68.75,67.94999694824219,68.5,67.86769104003906,6963515,0.0,0.0,-0.0116788766679972,0.0072992700729928,0.0357663788064552,68.33410480729398,67.72552026304722,66.90333091293488,66.42580657770164,65.8289339888085,True,True,True,True,0.8000030517578125,0.4933329264322916,0.9866658528645832,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,69.92964085691871,33.33323552052553,14.102552816470896,71.95122405079309,67.82186914839235,68.89186808027712,66.75187021650758,3.1553212712072,0.741281272621721,2.39531317263665,1,66.34199951171875,67.70749893188477,True,4.8202013763264615,4.261800885567205,69.0999984741211,False,-0.8683046126922875,-1.8%,-1.8499994905281647,False,1,False,False,False,True,True,True,True,72.0,True,False,False,True,True,False,,,,,,,,2.HK
2025-11-25,0002.HK,68.19999694824219,68.4000015258789,67.9000015258789,68.0999984741211,67.47138214111328,4329071,0.0,0.0,-0.0168869537686688,0.0190896193962739,0.0543319333412726,68.29154001944435,67.75808358574929,66.95025905258925,66.45895889248223,65.84703012016558,False,True,True,True,0.5,0.4933329264322916,0.9866658528645832,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,69.10769507888735,30.624961853027344,14.374923706054693,63.52940542888789,67.84835765560462,68.92835643490149,66.76835887630774,3.183566460897698,0.2873704536771988,0.1707186864309059,1,66.38899948120117,67.81749877929687,True,3.5741421659636403,3.416856571202876,69.0999984741211,False,-1.4471780348512076,-2.6%,-2.558439766938514,False,1,False,False,False,False,False,True,True,63.5,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-26,0002.HK,68.6500015258789,68.6500015258789,68.05000305175781,68.1500015258789,67.52091979980469,3257271,0.0,0.0,-0.0102715269547118,0.0168745634648623,0.0520909074523678,68.265805747887,67.79216340663014,66.99730777703198,66.49244488522277,65.86538048993222,False,True,True,True,0.5999984741210938,0.5406241416931152,1.0812482833862305,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,67.21060322827262,26.874923706054688,14.374923706054693,58.66666937933476,67.87708564324979,68.97708411737088,66.77708716912869,3.241148212822499,0.2601624896818424,0.7406084936636004,1,66.4359994506836,67.91249885559083,True,3.571426086823433,3.729078677989602,69.0999984741211,False,-1.3748147166717732,-3.6%,-3.6227234224396887,False,1,False,False,False,False,False,True,True,58.7,True,False,False,False,True,False,,,,,,,,2.HK
2025-11-27,0002.HK,68.1500015258789,68.25,67.8499984741211,68.05000305175781,67.42184448242188,3239990,0.0,0.0,-0.0029390825667502,0.0249815851874275,0.0653930455353188,68.22656889404533,67.8145842453369,67.03858994466829,66.52328762119376,65.88278784102246,False,True,True,True,0.4000015258789062,0.5062494277954102,1.0124988555908203,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,64.26505011147812,22.839397447260627,16.666650968321054,54.79459213150117,67.8935539678696,68.93855289975436,66.84855503598483,3.0783450587350463,0.0495626417778456,0.6773308958790162,1,66.4809994506836,68.00999908447265,True,3.419452728946177,3.028008944121878,69.0999984741211,False,-1.5195303119384571,-4.5%,-4.465781170947336,False,1,False,False,False,False,False,True,True,54.8,True,False,False,False,True,False,,,,,,,,2.HK
