Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2
2021-07-16,2359.HK,196.8999938964844,196.8999938964844,187.3000030517578,190.1000061035156,178.4150390625,3913994,0.0,0.0,HH,HHLLLH,151.10000610351562,2021-07-27,179.5,2021-08-03,184.0,157.6999969482422,TP2-2021/06/11,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2022-03-10,2359.HK,101.6999969482422,111.5,101.6999969482422,106.3000030517578,99.7660140991211,4689192,0.0,0.0,LH,LHLLHH,82.30000305175781,2022-03-15,115.6999969482422,2022-03-17,116.1999969482422,92.0,SB1-2022/03/10,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,99.25,116.1999969482422,133.1499938964844,,,,,,,
2022-05-05,2359.HK,107.5999984741211,108.5,97.5,100.5999984741211,94.41637420654295,3896446,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2022/03/10,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-07-05,2359.HK,112.5,124.0,107.8000030517578,116.3000030517578,109.89232635498048,8912559,0.0,0.0,HH,HHHLLL,106.0,2022-07-12,102.1999969482422,2022-07-19,101.1999969482422,94.9000015258789,TP1-2022/03/10,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-09-05,2359.HK,83.0,83.9000015258789,80.69999694824219,81.1500015258789,76.67894744873047,1561849,0.0,0.0,LL,LLLHLL,88.0,2022-09-09,69.44999694824219,2022-09-14,66.94999694824219,78.5,CL2-2022/03/10,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2024-06-05,2359.HK,35.349998474121094,35.849998474121094,34.599998474121094,34.75,33.319976806640625,3953651,0.0,0.0,LH,LHLLHH,32.20000076293945,2024-06-11,35.95000076293945,2024-06-12,36.900001525878906,33.54999923706055,SB1-2024/06/05,False,False,False,False,False,True,1.0,1.0,1.0,0.0,0.0,34.55,36.900001525878906,39.250003051757815,,,,,,,
2024-06-14,2359.HK,35.349998474121094,35.349998474121094,33.5,33.599998474121094,32.2172966003418,8471907,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2024/06/05,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-06-18,2359.HK,32.5,32.79999923706055,31.0,31.450000762939453,31.163970947265625,7994410,0.0,0.0,LL,LLLLLL,29.64999961853028,2024-06-24,28.700000762939453,2024-07-02,28.5,30.200000762939453,CL1-2024/06/05,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2011-02-22,2333.HK,4.193333148956299,4.193333148956299,4.0,4.113333225250244,2.4570651054382324,6405000,0.0,0.0,LH,LHLLHH,3.539999961853028,2011-02-24,4.199999809265137,2011-03-02,4.199999809265137,3.813333034515381,SB1-2011/02/22,False,False,False,False,False,True,0.75,3.0,2.0,1.0,0.0,3.87,4.199999809265137,4.529999618530273,,,,,,,
2011-03-17,2333.HK,3.8066658973693848,3.866666078567505,3.666666030883789,3.786665916442871,2.261932373046875,26369895,0.0,0.0,LL,LL-HHH,4.2133331298828125,2011-03-22,4.546666145324707,2011-03-25,4.599999904632568,3.666666030883789,BY1-2011/02/22,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2011-03-22,2333.HK,4.00666618347168,4.2133331298828125,4.00666618347168,4.126666069030762,2.465029001235962,28746000,0.0,0.0,-H,-HHHHH,4.599999904632568,2011-03-25,4.793333053588867,2011-03-31,5.0,3.666666030883789,TP1-2011/02/22,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2011-03-25,2333.HK,4.28000020980835,4.599999904632568,4.28000020980835,4.546666145324707,2.715911865234375,33629655,0.0,0.0,HH,HHHHHL,5.0,2011-03-31,4.460000038146973,2011-04-04,4.420000076293945,3.666666030883789,TP2-2011/02/22,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2014-01-30,2333.HK,12.100000381469728,12.449999809265137,11.883333206176758,12.199999809265137,7.65324068069458,21895383,0.0,0.0,LH,LHLLHH,10.983332633972168,2014-02-06,12.600000381469728,2014-02-12,12.833333015441896,11.216666221618652,SB1-2014/01/30,False,False,False,False,False,True,1.0,4.0,1.0,0.0,3.0,11.91,12.833333015441896,13.756666030883792,,,,,,,
2014-02-20,2333.HK,11.966666221618652,12.133333206176758,11.699999809265137,11.800000190734863,7.402313232421875,34787751,0.0,0.0,HL,HLLLLH,11.300000190734863,2014-02-26,11.800000190734863,2014-02-28,11.983332633972168,10.983332633972168,BY1-2014/01/30,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2014-03-07,2333.HK,11.300000190734863,11.333333015441896,10.833333015441896,10.916666030883787,6.8481855392456055,56711034,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2014/01/30,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2022-04-29,2333.HK,10.520000457763672,11.380000114440918,10.520000457763672,11.300000190734863,10.132609367370604,46704592,0.0,0.0,LH,LHLLHH,8.960000038146973,2022-05-10,12.460000038146973,2022-05-18,13.479999542236328,9.649999618530272,SB1-2022/04/29,False,False,False,False,False,True,0.83,5.0,2.0,2.0,1.0,11.22,13.479999542236328,15.739999084472656,,,,,,,
2022-08-10,2333.HK,11.699999809265137,11.84000015258789,11.199999809265137,11.359999656677246,10.276286125183104,48741823,0.0,0.0,LL,LLLLLH,10.520000457763672,2022-08-18,12.18000030517578,2022-08-22,12.4399995803833,11.039999961853027,BY1-2022/04/29,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-09-30,2333.HK,9.199999809265137,9.31999969482422,8.869999885559082,9.020000457763672,8.159516334533691,24109110,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2022/04/29,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2023-06-28,2333.HK,8.899999618530273,8.949999809265137,8.720000267028809,8.829999923706055,7.987641334533691,9795073,0.0,0.0,LH,LHLLHH,8.369999885559082,2023-06-29,9.640000343322754,2023-07-03,9.779999732971191,8.4399995803833,SB1-2023/06/28,False,False,False,False,False,True,1.0,2.0,2.0,0.0,0.0,9.07,9.779999732971191,10.489999465942384,,,,,,,
2023-07-14,2333.HK,9.5600004196167,9.5600004196167,9.039999961853027,9.25,8.690939903259277,25706234,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2023/06/28,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2023-07-20,2333.HK,9.510000228881836,9.779999732971191,9.460000038146973,9.5600004196167,8.982205390930176,26141257,0.0,0.0,HH,HHHHHH,10.199999809265137,2023-07-25,10.5600004196167,2023-07-31,11.199999809265137,8.920000076293945,TP1-2023/06/28,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2023-07-28,2333.HK,9.899999618530272,10.5600004196167,9.729999542236328,10.399999618530272,9.771435737609863,56843122,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2023/06/28,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2009-12-15,2331.HK,24.279687881469727,24.50659942626953,24.09815788269043,24.50659942626953,20.327640533447266,6763496,0.0,0.0,LH,LHLLHH,22.691295623779297,2009-12-21,26.77573013305664,2009-12-31,26.77573013305664,22.73667907714844,SB1-2009/12/15,False,False,False,False,False,True,0.86,6.0,4.0,2.0,0.0,24.73,26.77573013305664,28.82146026611328,,,,,,,
2010-01-06,2331.HK,24.86966133117676,25.05119132995605,24.05277442932129,24.143539428710938,20.026487350463867,12274418,0.0,0.0,HL,HLLLLL,22.60053062438965,2010-01-15,23.14512252807617,2010-01-19,22.23747062683105,22.963592529296875,BY1-2009/12/15,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2010-01-15,2331.HK,23.32665252685547,23.462799072265625,22.60053062438965,22.963592529296875,19.047748565673828,5015046,0.0,0.0,LL,LLLLLL,22.23747062683105,2010-01-19,22.101322174072266,2010-01-22,20.42216682434082,22.60053062438965,CL1-2009/12/15,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2014-02-21,2331.HK,5.545752048492432,5.6637468338012695,5.518523216247559,5.536675930023193,4.814600944519043,1992941,0.0,0.0,LH,LHLLHH,4.874090194702148,2014-02-26,5.700053215026856,2014-03-03,5.854353904724121,4.992084980010986,SB1-2014/02/21,False,False,False,False,False,True,0.67,2.0,1.0,0.0,1.0,5.36,5.854353904724121,6.348707809448242,,,,,,,
2014-03-14,2331.HK,5.264379978179932,5.418681144714356,5.218997955322266,5.218997955322266,4.53835391998291,3658356,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2014/02/21,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2014-03-25,2331.HK,5.064696788787842,5.091926097869873,4.465647220611572,4.529181957244873,3.9385013580322266,31080061,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2014/02/21,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2014-08-28,2331.HK,4.029973983764648,4.029973983764648,3.85752010345459,3.884748935699463,3.378112554550171,8670182,0.0,0.0,LH,LHLLHH,3.7849080562591553,2014-08-29,4.229657173156738,2014-09-05,4.284115791320801,3.812136888504028,SB1-2014/08/28,False,False,False,False,False,True,0.8,4.0,1.0,1.0,2.0,4.03,4.284115791320801,4.538231582641601,,,,,,,
2014-09-12,2331.HK,4.084433078765869,4.102585792541504,3.9936680793762207,4.029973983764648,3.5043983459472656,3787592,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2014/08/28,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2014-09-26,2331.HK,3.884748935699463,3.8938260078430176,3.739525079727173,3.7758309841156006,3.283399820327759,5735128,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2014/08/28,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2015-05-05,2331.HK,4.5,4.550000190734863,4.349999904632568,4.409999847412109,3.83486270904541,5533062,0.0,0.0,LH,LHLLHH,3.900000095367432,2015-05-11,4.639999866485596,2015-05-19,4.710000038146973,3.910000085830689,SB1-2015/05/05,False,False,False,False,False,True,0.67,4.0,3.0,1.0,0.0,4.31,4.710000038146973,5.110000076293946,,,,,,,
2015-06-02,2331.HK,4.400000095367432,4.429999828338623,4.260000228881836,4.28000020980835,3.7218170166015625,5415000,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2015/05/05,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2015-06-08,2331.HK,4.0,4.019999980926514,3.880000114440918,3.9800000190734863,3.460941791534424,12920001,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2015/05/05,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2017-07-07,2331.HK,6.0,6.010000228881836,5.889999866485596,5.920000076293945,5.147932529449463,5790531,0.0,0.0,LH,LHLLHH,5.789999961853027,2017-07-11,6.190000057220459,2017-07-13,6.239999771118164,5.800000190734863,SB1-2017/07/07,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,6.01,6.239999771118164,6.469999542236328,,,,,,,
2017-07-19,2331.HK,6.090000152587891,6.210000038146973,5.900000095367432,6.179999828338623,5.374025821685791,4586000,0.0,0.0,HL,HL-HHH,6.28000020980835,2017-07-20,6.28000020980835,2017-07-25,6.429999828338623,5.789999961853027,BY1-2017/07/07,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2017-07-20,2331.HK,6.28000020980835,6.28000020980835,6.059999942779541,6.179999828338623,5.374025821685791,16553500,0.0,0.0,-H,-HHHHL,6.429999828338623,2017-07-25,6.110000133514404,2017-07-27,6.070000171661377,5.789999961853027,TP1-2017/07/07,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2017-07-25,2331.HK,6.170000076293945,6.429999828338623,6.150000095367432,6.28000020980835,5.460982799530029,5384929,0.0,0.0,HH,HHHLHL,6.070000171661377,2017-07-27,6.159999847412109,2017-07-31,6.119999885559082,5.789999961853027,TP2-2017/07/07,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2020-09-07,2331.HK,32.150001525878906,34.349998474121094,32.150001525878906,32.5,28.6328353881836,11703318,0.0,0.0,LH,LHLLHH,30.600000381469727,2020-09-08,34.70000076293945,2020-09-16,35.599998474121094,31.200000762939453,SB1-2020/09/07,False,False,False,False,False,True,0.67,4.0,1.0,3.0,0.0,33.1,35.599998474121094,38.099996948242186,,,,,,,
2022-05-18,2331.HK,58.400001525878906,60.79999923706055,58.29999923706055,60.70000076293945,53.65122604370117,14520366,0.0,0.0,LH,LHLLHH,48.70000076293945,2022-05-26,61.20000076293945,2022-05-31,61.900001525878906,50.29999923706055,SB1-2022/05/18,False,False,False,False,False,True,1.0,3.0,2.0,0.0,1.0,55.3,61.900001525878906,68.50000305175782,,,,,,,
2022-09-27,2331.HK,63.5,65.69999694824219,62.59999847412109,65.0999984741211,58.03263092041016,13960822,0.0,0.0,LH,LHLLHH,58.34999847412109,2022-10-03,66.80000305175781,2022-10-05,67.6500015258789,58.79999923706055,SB1-2022/09/27,False,False,False,False,False,True,1.0,1.0,1.0,0.0,0.0,63.0,67.6500015258789,72.30000305175781,,,,,,,
2022-10-10,2331.HK,65.19999694824219,65.19999694824219,59.75,60.900001525878906,54.28858947753906,21506966,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2022/09/27,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-10-12,2331.HK,59.900001525878906,60.400001525878906,56.95000076293945,59.09999847412109,52.68399429321289,15511614,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2022/09/27,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2011-04-21,2328.HK,6.312029838562012,6.312029838562012,6.183452129364014,6.2652740478515625,3.501205444335937,19128794,0.0,0.0,LH,LHLLHH,5.558093070983887,2011-05-06,6.545808792114258,2011-05-17,6.721142768859863,5.610692977905273,SB1-2011/04/21,False,False,False,False,False,True,0.83,5.0,5.0,0.0,0.0,6.14,6.721142768859863,7.302285537719727,,,,,,,
2011-08-09,2328.HK,6.148385047912598,7.036745071411133,6.031495094299316,6.791276931762695,3.7951500415802,93714332,0.0,0.0,LL,LLLHHL,8.205638885498047,2011-08-16,7.457547187805176,2011-08-22,7.153634071350098,6.031495094299316,TP1-2011/04/21,True,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2011-08-10,2328.HK,7.001677989959717,7.364035129547119,6.896477222442627,7.270524024963379,4.062965393066406,79446220,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2011/04/21,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2014-01-16,2328.HK,6.747747898101807,6.837546825408936,6.619463920593262,6.79906177520752,4.040626049041748,32316016,0.0,0.0,LH,LHLLHH,6.516837120056152,2014-01-20,6.888861179351807,2014-01-22,6.927346229553223,6.568150043487549,SB1-2014/01/16,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,6.72,6.927346229553223,7.134692459106446,,,,,,,
2014-01-24,2328.HK,6.709262847900391,6.786232948303223,6.619463920593262,6.670777797698975,3.964388608932495,26381132,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2014/01/16,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2014-01-27,2328.HK,6.529664993286133,6.606636047363281,6.427038192749023,6.504007816314697,3.865278005599976,28834830,0.0,0.0,LL,LLLLHH,6.369309902191162,2014-02-04,7.029973030090332,2014-02-12,7.132600784301758,6.427038192749023,CL1-2014/01/16,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2017-04-13,2328.HK,7.880000114440918,7.97333288192749,7.866665840148926,7.920000076293945,5.063381195068359,34539280,0.0,0.0,LH,LHLLHH,7.693333148956299,2017-04-19,8.373332977294922,2017-04-27,8.493332862854004,7.746665954589844,SB1-2017/04/13,False,False,False,False,False,True,0.67,4.0,1.0,3.0,0.0,8.09,8.493332862854004,8.896665725708008,,,,,,,
2018-04-20,2328.HK,9.333333015441896,9.41333293914795,9.133333206176758,9.199999809265137,6.040807247161865,38716300,0.0,0.0,LH,LHLLHH,8.520000457763672,2018-04-26,9.453332901000977,2018-04-30,9.533332824707031,8.866665840148926,SB1-2018/04/20,False,False,False,False,False,True,1.0,2.0,0.0,2.0,0.0,9.03,9.533332824707031,10.036665649414063,,,,,,,
2018-05-03,2328.HK,9.146665573120115,9.226666450500488,9.026665687561035,9.186665534973145,6.032051086425781,52297695,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2018/04/20,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2018-05-07,2328.HK,9.31999969482422,9.533332824707031,9.226666450500488,9.333333015441896,6.128355026245117,39255522,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2018/04/20,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2018-06-27,2328.HK,8.6899995803833,8.6899995803833,8.210000038146973,8.319999694824219,5.63906192779541,40326776,0.274351,1.5,,,0.0,,0.0,,0.0,0.0,CL2-2018/04/20,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2020-06-22,2328.HK,7.309999942779541,7.449999809265137,7.309999942779541,7.349999904632568,5.170753002166748,29800760,0.0,0.0,LH,LHLLHH,6.349999904632568,2020-06-30,7.460000038146973,2020-07-07,7.889999866485596,6.449999809265137,SB1-2020/06/22,False,False,False,False,False,True,0.75,3.0,2.0,1.0,0.0,7.12,7.889999866485596,8.65999973297119,,,,,,,
2020-07-10,2328.HK,7.420000076293945,7.420000076293945,6.849999904632568,6.949999809265137,5.24998664855957,121018780,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2020/06/22,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2020-07-17,2328.HK,6.510000228881836,6.53000020980835,6.329999923706055,6.349999904632568,4.796750068664551,57117110,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2020/06/22,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2022-08-15,2328.HK,7.710000038146973,7.730000019073486,7.579999923706055,7.599999904632568,6.495968818664551,11088000,0.0,0.0,LH,LHLLHH,7.420000076293945,2022-08-16,7.820000171661377,2022-08-22,7.880000114440918,7.480000019073486,SB1-2022/08/15,False,False,False,False,False,True,0.75,3.0,2.0,0.0,1.0,7.65,7.880000114440918,8.110000228881836,,,,,,,
2022-08-24,2328.HK,7.829999923706055,7.829999923706055,7.599999904632568,7.679999828338623,6.564347743988037,15363374,0.0,0.0,HL,HLHHHH,7.900000095367432,2022-08-25,8.489999771118164,2022-08-30,8.579999923706055,7.420000076293945,BY1-2022/08/15,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-08-25,2328.HK,7.900000095367432,7.900000095367432,7.690000057220459,7.75,6.624178886413574,15935663,0.0,0.0,HH,HHHHHH,8.579999923706055,2022-08-30,8.779999732971191,2022-09-06,8.84000015258789,7.420000076293945,TP1-2022/08/15,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-08-29,2328.HK,7.809999942779541,8.229999542236328,7.800000190734863,8.140000343322754,6.957525253295898,43052398,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP2-2022/08/15,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2024-04-26,2328.HK,10.020000457763672,10.199999809265137,9.93000030517578,10.039999961853027,9.094636917114258,38239931,0.0,0.0,LH,LHLLHH,9.229999542236328,2024-05-02,10.279999732971191,2024-05-10,10.380000114440918,9.470000267028809,SB1-2024/04/26,False,False,False,False,False,True,0.83,5.0,3.0,0.0,2.0,9.8,10.380000114440918,10.960000228881835,,,,,,,
2024-06-12,2328.HK,9.890000343322754,9.899999618530272,9.670000076293944,9.779999732971191,8.85911750793457,20790000,0.0,0.0,LL,LLLLLH,9.619999885559082,2024-06-17,10.039999961853027,2024-06-19,10.15999984741211,9.65999984741211,BY1-2024/04/26,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2024-07-05,2328.HK,9.300000190734863,9.350000381469728,9.06999969482422,9.09000015258789,8.708901405334473,51845790,0.535935,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2024/04/26,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2010-08-30,2319.HK,11.149999618530272,11.5,11.050000190734863,11.149999618530272,9.296934127807615,12858968,0.0,0.0,LH,LHLLHH,10.300000190734863,2010-08-31,11.800000190734863,2010-09-02,11.875,10.800000190734863,SB1-2010/08/30,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,11.09,11.875,12.66,,,,,,,
2010-10-29,2319.HK,11.199999809265137,11.324999809265137,10.850000381469728,11.125,9.276087760925291,13927612,0.0,0.0,LL,LLHLLH,10.899999618530272,2010-11-03,11.399999618530272,2010-11-05,11.699999809265137,10.850000381469728,BY1-2010/08/30,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2010-11-17,2319.HK,10.5,10.600000381469728,10.300000190734863,10.449999809265137,8.71327018737793,14872000,0.0,0.0,LL,LLLHHH,11.074999809265137,2010-11-19,10.850000381469728,2010-11-23,11.25,10.300000190734863,CL1-2010/08/30,False,False,False,True,False,False,0.0,,,,,,,,,,,,,,
2011-09-30,2319.HK,13.0,13.0,11.524999618530272,12.0,10.069097518920898,14228400,0.0,0.0,LH,LHLLHH,10.850000381469728,2011-10-04,13.175000190734863,2011-10-13,13.75,11.125,SB1-2011/09/30,False,False,False,False,False,True,0.83,5.0,1.0,3.0,1.0,12.3,13.75,15.2,,,,,,,
2011-10-19,2319.HK,13.300000190734863,13.375,12.274999618530272,12.975000381469728,10.88720989227295,9264000,0.0,0.0,HL,HLHLLH,12.300000190734863,2011-10-25,13.0,2011-10-27,13.149999618530272,10.850000381469728,BY1-2011/09/30,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2011-11-14,2319.HK,13.425000190734863,13.75,13.199999809265137,13.649999618530272,11.45359706878662,9377442,0.0,0.0,HH,HHHHHL,13.774999618530272,2011-11-17,13.175000190734863,2011-11-21,12.850000381469728,11.774999618530272,TP1-2011/09/30,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2011-12-28,2319.HK,10.0,10.824999809265137,9.729999542236328,10.0,8.390912055969238,153160800,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2011/09/30,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2014-12-12,2319.HK,14.875,15.225000381469728,14.824999809265137,15.125,12.970709800720217,8547636,0.0,0.0,LH,LHLLHH,13.5,2014-12-18,16.0,2014-12-31,16.25,13.574999809265137,SB1-2014/12/12,False,False,False,False,False,True,0.71,5.0,2.0,1.0,2.0,14.88,16.25,17.619999999999997,,,,,,,
2015-04-27,2319.HK,21.75,21.75,20.89999961853028,21.049999237060547,18.05179786682129,5874194,0.0,0.0,LH,LHLLHH,19.25,2015-04-30,21.850000381469727,2015-05-06,21.950000762939453,19.850000381469727,SB1-2015/04/27,False,False,False,False,False,True,0.67,2.0,2.0,0.0,0.0,20.6,21.950000762939453,23.300001525878905,,,,,,,
2015-05-08,2319.HK,20.75,20.850000381469727,20.450000762939453,20.575000762939453,17.644454956054688,11585480,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2015/04/27,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2015-05-26,2319.HK,21.89999961853028,22.5,21.64999961853028,22.375,19.18807601928711,24979874,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2015/04/27,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2015-06-29,2319.HK,19.39999961853028,19.5,18.39999961853028,18.799999237060547,16.263572692871094,15864156,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL2-2015/04/27,False,False,False,False,True,False,0.0,,,,,,,,,,,,,,
2018-09-07,2319.HK,22.850000381469727,23.39999961853028,22.5,23.25,20.612966537475582,21198269,0.0,0.0,LH,LHLLHH,21.25,2018-09-12,25.850000381469727,2018-09-21,26.14999961853028,21.5,SB1-2018/09/07,False,False,False,False,False,True,0.86,6.0,3.0,2.0,1.0,23.7,26.14999961853028,28.59999923706056,,,,,,,
2018-10-08,2319.HK,24.600000381469727,24.600000381469727,23.100000381469727,23.25,20.612966537475582,13484465,0.0,0.0,,,0.0,,0.0,,0.0,0.0,BY1-2018/09/07,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2019-09-23,2319.HK,30.299999237060547,30.299999237060547,29.25,29.5,26.33492088317871,13355162,0.0,0.0,LH,LHLLHH,28.39999961853028,2019-09-26,30.600000381469727,2019-10-08,31.0,28.5,SB1-2019/09/23,False,False,False,False,False,True,0.83,5.0,1.0,3.0,1.0,29.7,31.0,32.3,,,,,,,
2019-11-11,2319.HK,29.799999237060547,30.14999961853028,29.549999237060547,29.799999237060547,26.60273170471192,8923827,0.0,0.0,LL,LLLLLL,29.14999961853028,2019-11-14,29.14999961853028,2019-11-18,28.89999961853028,29.5,BY1-2019/09/23,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2019-12-10,2319.HK,30.799999237060547,31.14999961853028,30.39999961853028,30.5,27.227628707885746,5196954,0.0,0.0,HH,HHHHHH,31.350000381469727,2019-12-13,31.799999237060547,2019-12-18,32.29999923706055,29.0,TP1-2019/09/23,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2019-12-18,2319.HK,31.799999237060547,32.29999923706055,31.5,31.799999237060547,28.38814926147461,7977996,0.0,0.0,HH,HHHHHL,32.5,2019-12-23,31.39999961853028,2019-12-24,31.39999961853028,29.600000381469727,TP2-2019/09/23,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2021-07-21,2319.HK,44.400001525878906,44.900001525878906,43.54999923706055,44.400001525878906,40.19328689575195,9124046,0.0,0.0,LH,LHLLHH,40.650001525878906,2021-07-28,45.09999847412109,2021-08-03,45.150001525878906,40.900001525878906,SB1-2021/07/21,False,False,False,False,False,True,1.0,4.0,2.0,0.0,2.0,42.9,45.150001525878906,47.40000305175781,,,,,,,
2021-08-06,2319.HK,43.150001525878906,45.34999847412109,42.29999923706055,44.95000076293945,40.69118118286133,13917437,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2021/07/21,True,True,False,False,False,False,0.0,,,,,,,,,,,,,,
2021-08-26,2319.HK,45.34999847412109,47.20000076293945,44.54999923706055,45.34999847412109,41.05327987670898,21565156,0.0,0.0,HH,HHLHHH,46.95000076293945,2021-08-31,46.650001525878906,2021-09-06,47.5,41.70000076293945,TP2-2021/07/21,False,False,True,False,False,False,0.0,,,,,,,,,,,,,,
2021-12-28,2319.HK,45.400001525878906,45.84999847412109,45.04999923706055,45.29999923706055,41.00801849365234,5664540,0.0,0.0,LH,LHLLHH,42.95000076293945,2022-01-06,47.54999923706055,2022-01-10,48.5,43.150001525878906,SB1-2021/12/28,False,False,False,False,False,True,1.0,2.0,1.0,1.0,0.0,45.73,48.5,51.27,,,,,,,
2022-01-18,2319.HK,46.400001525878906,46.75,45.650001525878906,46.25,41.868011474609375,6065925,0.0,0.0,HL,HLLHHL,48.25,2022-01-24,46.70000076293945,2022-01-27,45.79999923706055,42.95000076293945,BY1-2021/12/28,True,False,False,False,False,False,0.0,,,,,,,,,,,,,,
2022-02-09,2319.HK,47.45000076293945,48.59999847412109,47.34999847412109,48.59999847412109,43.99535751342773,7732446,0.0,0.0,,,0.0,,0.0,,0.0,0.0,TP1-2021/12/28,False,True,False,False,False,False,0.0,,,,,,,,,,,,,,
