index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,medium_bullish,weak_bullish,SNO
2002-06-06,0142.HK,1.5959229469299316,1.6887099742889404,1.530972957611084,1.5402519702911377,0.7643831968307495,94288064,0.0,0.0,1.3568426997601035,1.298090592317643,1.2282969527407903,1.1636577580513805,1.2940511436001356,False,True,True,False,0.1577370166778564,0.0437421287809099,0.0656131931713649,HH,HHHLLH,1.3639580011367798,2002-06-17,1.4196289777755735,2002-06-25,1.4660229682922363,0.07,1.1783850193023682,1.1783850193023682,TP2-2002/03/05,False,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,142.HK
2002-10-29,0142.HK,0.7979609966278076,0.7979609966278076,0.7144539952278137,0.73301100730896,0.3637724816799164,47192327,0.0,0.0,0.7336805321747641,0.7530287990135789,0.8443775871633586,0.9557034008704488,1.1297184544879746,False,False,False,False,0.0835070013999939,0.0314046098635746,0.047106914795362,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2002/10/03,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2003-01-20,0142.HK,0.7237319946289062,0.7237319946289062,0.70517498254776,0.7237319946289062,0.3591675460338592,8937960,0.0,0.0,0.7145075239196097,0.6989059268095257,0.7081877730965973,0.7792967483160702,0.9747931035362504,False,False,False,False,0.0185570120811462,0.0154643972714742,0.0231965959072113,LL,LLHHLL,0.7608469724655151,2003-01-22,0.6680610179901123,2003-01-27,0.6587820053100586,-0.13,0.6402249932289124,0.6402249932289124,BY1-2002/12/13,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2003-02-20,0142.HK,0.7608469724655151,0.7886829972267151,0.7515680193901062,0.7794039845466614,0.3867960274219513,38797237,0.0,0.0,0.7332225109587314,0.7201915747012662,0.7147521148549143,0.7592885033886203,0.936790285899599,False,False,True,False,0.0371149778366088,0.0237763226032257,0.0356644839048385,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2002/12/13,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,142.HK
2003-02-26,0142.HK,0.7979609966278076,0.8536329865455627,0.7886829972267151,0.8350759744644165,0.4144245684146881,44776070,0.0,0.0,0.7694928415611655,0.7432753104092134,0.726535777072431,0.7619480971566883,0.9322789807231824,False,False,True,False,0.0649499893188476,0.0235058069229125,0.0352587103843688,HH,HHHLHH,0.8072400093078613,2003-02-27,0.8536329865455627,2003-03-03,0.8629119992256165,0.07,0.6958969831466675,0.6587820053100586,TP2-2002/12/13,False,False,True,False,False,True,False,False,False,False,0.0,0,0,False,,,142.HK
2003-04-08,0142.HK,0.8536329865455627,0.8907480239868164,0.8443549871444702,0.8629119992256165,0.4282387197017669,67247251,0.0,0.0,0.8040689959111248,0.779854842043261,0.7593659680733241,0.7664894534370308,0.8989770586849103,False,False,True,False,0.0463930368423461,0.0324753150343894,0.0487129725515842,HH,HHHLHH,0.7979609966278076,2003-04-10,0.872189998626709,2003-04-15,0.9000260233879089,0.13,0.70517498254776,0.6958969831466675,TP3-2002/12/13,False,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,142.HK
2003-07-11,0142.HK,1.271170973777771,1.271170973777771,1.2433359622955322,1.2618930339813232,0.6262417435646057,16642548,0.0,0.0,1.291901491483752,1.2484037688910468,1.1404531394905266,1.02108210030085,0.973512606795847,True,True,True,False,0.0278350114822387,0.0425724141737994,0.0638586212606991,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2003/06/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2003-08-05,0142.HK,1.1598279476165771,1.1598279476165771,1.0763200521469116,1.094877004623413,0.54335618019104,66233938,0.0,0.0,1.1558735740414752,1.18586479869011,1.159686325432912,1.0679807460569075,1.000587775088399,False,False,False,False,0.0835078954696655,0.0321181462361262,0.0481772193541894,LL,LLHHHL,1.2062209844589231,2003-08-14,1.1412709951400757,2003-08-18,1.1134350299835205,-0.08,1.0763200521469116,1.0763200521469116,CL1-2003/06/20,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,142.HK
2004-09-22,0142.HK,2.04129695892334,2.04129695892334,1.925315022468567,1.925315022468567,0.955479085445404,7684111,0.0,0.0,1.9909074751456224,1.9560202970557004,1.885768507586045,1.803847131751696,1.626250684807603,True,True,True,False,0.1159819364547729,0.0657691534827737,0.0986537302241606,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2004/08/20,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2004-10-08,0142.HK,2.110887050628662,2.2036728858947754,2.110887050628662,2.1340839862823486,1.059085249900818,15804108,0.0,0.0,2.062516050465551,2.019009422425155,1.9416989196097072,1.8490104325386072,1.6589487673607202,True,True,True,False,0.0927858352661132,0.0709541615317849,0.1064312422976774,HH,HHHLLH,1.971708059310913,2004-10-12,2.0644938945770264,2004-10-18,2.110887050628662,0.07,1.8789210319519043,1.8789210319519043,TP1-2004/08/20,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,142.HK
2006-07-12,0142.HK,2.945964097976685,2.945964097976685,2.80678391456604,2.8299810886383057,1.406157612800598,2015432,0.0,0.0,2.876053641183672,2.867975200072966,2.8989144176027937,2.8721749004418475,2.705609486800885,False,False,False,False,0.1391801834106449,0.057991623878479,0.0869874358177186,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2006/06/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2006-07-28,0142.HK,2.959881067276001,3.0805039405822754,2.959881067276001,3.0712249279022217,1.5260261297225952,10278602,0.0,0.0,2.8624585020948694,2.8451905017367536,2.8696726772330887,2.8606282771823053,2.715684477030364,False,False,False,False,0.1206228733062744,0.0514965295791626,0.077244794368744,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2006/06/22,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,142.HK
2006-08-31,0142.HK,3.2104039192199707,3.275355100631714,3.2011260986328125,3.247519016265869,1.6136224269866943,25816549,0.0,0.0,3.0812294849216304,3.0178879318419174,2.9637131805609336,2.920057931958013,2.7677483363096025,True,True,True,False,0.0742290019989013,0.05489848057429,0.082347720861435,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2006/06/22,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,142.HK
2006-09-18,0142.HK,3.3217480182647705,3.470206022262573,3.3217480182647705,3.433090925216675,1.7058299779891968,6555754,0.0,0.0,3.305385962128095,3.2141152483529547,3.0943355801166352,3.001895961688416,2.8166479848477595,True,True,True,False,0.1484580039978023,0.0457745393117268,0.0686618089675902,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2006/06/22,False,False,False,False,False,False,True,False,False,False,0.0,0,0,False,,,142.HK
2020-12-21,0142.HK,2.700000047683716,2.7100000381469727,2.609999895095825,2.640000104904175,1.9447585344314573,4940225,0.0,0.0,2.641263679183976,2.5702857189023938,2.4513473775015453,2.280973859348701,2.25068672310919,True,True,True,False,0.1000001430511474,0.0786666075388589,0.1179999113082884,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2020/11/24,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,142.HK
2011-10-20,1428.HK,0.5680890083312988,0.5680890083312988,0.5078369975090027,0.5336589813232422,0.0729371532797813,85972,0.0,0.0,0.5420426107379701,0.543708022130604,0.5987468631581648,0.6906649018249627,0.8904198740591562,False,False,False,False,0.0602520108222961,0.0190592152731759,0.0285888229097638,HL,HLLHHL,0.5680890083312988,2011-10-24,0.5336589813232422,2011-10-25,0.5336589813232422,-0.06,0.438977986574173,0.438977986574173,BY1-2011/09/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2011-10-28,1428.HK,0.5853040218353271,0.619733989238739,0.5766969919204712,0.5939109921455383,0.0811719894409179,1826331,0.0,0.0,0.5543546621909918,0.549014416150198,0.5893802751108076,0.6752436060857476,0.8746512883801246,False,False,False,False,0.0430369973182678,0.0178768474322098,0.0268152711483148,HH,HHHLLH,0.5594819784164429,2011-11-01,0.5853040218353271,2011-11-03,0.5939109921455383,0.06,0.4734080135822296,0.438977986574173,TP1-2011/09/27,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2013-03-12,1428.HK,0.8398579955101013,0.8398579955101013,0.8037350177764893,0.8037350177764893,0.1134974882006645,1315508,0.0,0.0,0.7987570439300171,0.7960520065062735,0.7671737741865388,0.7125068857783073,0.6623327386250595,True,True,True,False,0.036122977733612,0.0166722994584303,0.0250084491876455,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2013/02/28,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2013-03-18,1428.HK,0.7766420245170593,0.7766420245170593,0.7495499849319458,0.7585809826850891,0.1071211621165275,1605628,0.0,0.0,0.7932944380469616,0.7944691203391698,0.7708094994620432,0.7186269231542315,0.6664262099618897,False,False,False,False,0.0270920395851135,0.0152829931332514,0.0229244896998772,LL,LLLHHL,0.8579189777374268,2013-03-21,0.8398579955101013,2013-03-26,0.7856730222702026,-0.08,0.7495499849319458,0.7495499849319458,CL1-2013/02/28,True,True,True,False,False,False,False,True,False,False,0.0,0,0,False,,,1428.HK
2019-08-29,1428.HK,1.2899999618530271,1.2999999523162842,1.2599999904632568,1.2999999523162842,0.233285591006279,3626000,0.0,0.0,1.3262431209626415,1.345370321245256,1.415649358097116,1.513579732140899,1.70337594490797,False,False,False,False,0.0399999618530273,0.0386666854222615,0.0580000281333922,HL,HLLHHL,1.3799999952316284,2019-09-05,1.3700000047683716,2019-09-11,1.3200000524520874,-0.04,1.1399999856948853,1.1399999856948853,BY1-2019/08/08,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2021-11-02,1428.HK,1.600000023841858,1.6100000143051147,1.5399999618530271,1.5499999523162842,0.5614314079284668,1766000,0.0,0.0,1.572683310689179,1.5521792830647896,1.5918177886038571,1.703303203634608,1.8122331651855728,False,False,False,False,0.0700000524520876,0.033749982714653,0.0506249740719795,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/09/23,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2023-05-24,1428.HK,1.4800000190734863,1.5,1.4700000286102295,1.4800000190734863,0.8834640383720398,1080000,0.0,0.0,1.4983414651589055,1.47388462710268,1.449766882760998,1.4345919989666651,1.4258062363895387,True,True,True,False,0.0299999713897705,0.0347368215259752,0.0521052322889628,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/05/02,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2023-06-07,1428.HK,1.5499999523162842,1.649999976158142,1.5499999523162842,1.6399999856948853,0.978973627090454,8356000,0.0,0.0,1.5475785522595076,1.5144100869303327,1.4773495085788562,1.4517648677750443,1.433568091933248,True,True,True,False,0.1000000238418579,0.0399999817212422,0.0599999725818633,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2023/05/02,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,1428.HK
2023-06-21,1428.HK,1.6699999570846558,1.7200000286102295,1.649999976158142,1.7200000286102295,1.0267285108566284,4986000,0.0,0.0,1.632857480049839,1.5867287033757922,1.5278901472052562,1.483855935444585,1.4484946690542266,True,True,True,False,0.0700000524520874,0.0405882176230935,0.0608823264346403,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2023/05/02,False,False,False,False,False,True,False,False,False,False,0.0,0,0,False,,,1428.HK
2023-06-27,1428.HK,1.8899999856948853,1.899999976158142,1.6299999952316284,1.7100000381469729,1.020759105682373,35514000,0.0,0.0,1.6682893502886285,1.616309248887659,1.5485151902141236,1.497033655783394,1.454697375657791,True,True,True,False,0.2699999809265136,0.0452940954881555,0.0679411432322333,HH,HHHLLH,1.590000033378601,2023-06-30,1.7599999904632568,2023-07-14,1.830000042915344,0.15,1.559999942779541,1.409999966621399,TP3-2023/05/02,True,True,True,False,False,False,True,False,False,False,0.0,0,0,False,,,1428.HK
2019-07-31,1432.HK,0.3400000035762787,0.3400000035762787,0.3149999976158142,0.3199999928474426,0.3063015341758728,4712000,0.0,0.0,0.3395133340180175,0.3259216274849041,0.3217768079166316,0.3337973705148375,0.4495963551856978,False,False,True,False,0.0250000059604644,0.0218749996274709,0.0328124994412064,HL,HLLHLL,0.3549999892711639,2019-08-01,0.3199999928474426,2019-08-15,0.3100000023841858,-0.13,0.2800000011920929,0.2599999904632568,BY1-2019/06/28,False,False,True,True,False,False,False,False,False,False,0.0,0,0,False,,,1432.HK
2021-07-08,1432.HK,0.7200000286102295,0.7200000286102295,0.6499999761581421,0.6499999761581421,0.6221749782562256,15311000,0.0,0.0,0.6527512256772209,0.6244378517844559,0.6193129978546865,0.6322333003996008,0.5932060788465374,False,False,True,False,0.0700000524520874,0.0306250005960464,0.0459375008940696,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/06/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1432.HK
2023-05-25,1432.HK,0.3700000047683716,0.3799999952316284,0.324999988079071,0.3300000131130218,0.3158734738826751,13985000,0.0,0.0,0.3476051591408639,0.3336895563123261,0.3237847770367938,0.3243163802737553,0.3556226464018505,False,False,True,False,0.0550000071525574,0.0110714265278407,0.0166071397917611,HL,HLLHHL,0.3600000143051147,2023-05-31,0.3449999988079071,2023-06-01,0.3400000035762787,-0.06,0.2899999916553497,0.2899999916553497,BY1-2023/04/28,False,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,1432.HK
2025-10-02,1432.HK,0.3499999940395355,0.3499999940395355,0.3149999976158142,0.3300000131130218,0.3300000131130218,13218000,0.0,0.0,0.3206195301265072,0.3302145382569923,0.333942224805321,0.3079921469454842,0.2627238913056565,False,False,False,False,0.0349999964237213,0.0220588287886451,0.0330882431829677,HL,HLHHHL,0.3700000047683716,2025-10-03,0.3499999940395355,2025-10-13,0.3199999928474426,-0.14,0.2899999916553497,0.2899999916553497,BY1-2025/09/15,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,1432.HK
2025-10-03,1432.HK,0.3300000131130218,0.3700000047683716,0.324999988079071,0.3549999892711639,0.3549999892711639,11757000,0.0,0.0,0.326870522698263,0.3323697948669203,0.334768019490256,0.308922995308369,0.2634591590185291,False,False,False,False,0.0450000166893005,0.0235294173745548,0.0352941260618322,HH,HHHLLH,0.3199999928474426,2025-10-13,0.3350000083446502,2025-10-14,0.3600000143051147,0.13,0.2899999916553497,0.2899999916553497,TP1-2025/09/15,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,1432.HK
2017-03-30,1448.HK,4.800000190734863,4.820000171661377,4.730000019073486,4.739999771118164,3.334942579269409,3387676,0.0,0.0,4.798408897732093,4.701598683782514,4.607357841398915,4.622241985829257,4.791905480224769,False,False,True,False,0.0900001525878906,0.1158822845010196,0.1738234267515294,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2017/03/01,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1448.HK
2017-04-18,1448.HK,5.03000020980835,5.150000095367432,4.960000038146973,5.050000190734863,3.553050994873047,3635800,0.0,0.0,4.923329532443276,4.827231750318546,4.70280568050949,4.670944581885119,4.799244368927539,False,True,True,False,0.1900000572204589,0.129999965429306,0.194999948143959,HH,HHHLLH,4.769999980926514,2017-05-15,5.019999980926514,2017-05-19,5.039999961853027,0.06,4.78000020980835,4.78000020980835,TP1-2017/03/01,False,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,1448.HK
2023-04-04,1448.HK,6.400000095367432,6.400000095367432,6.179999828338623,6.260000228881836,4.770018100738525,3025271,0.0,0.0,6.330746950123619,6.240556379064011,6.196221973329374,6.040670060098064,5.877376376826406,True,True,True,False,0.2200002670288086,0.1686667124430338,0.2530000686645507,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2023/03/13,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1448.HK
2016-06-13,1456.HK,4.360000133514404,4.360000133514404,4.25,4.309999942779541,3.564314126968384,2656500,0.0,0.0,4.331471961379299,4.214664661868304,4.097331108536956,4.070263697071441,4.338277160694393,False,True,True,False,0.1100001335144043,0.1171428646360124,0.1757142969540187,HL,HLLHHL,4.519999980926514,2016-06-15,4.360000133514404,2016-06-16,4.329999923706055,-0.04,3.7200000286102295,3.7200000286102295,BY1-2016/05/23,False,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,1456.HK
2018-03-05,1456.HK,3.4100000858306885,3.450000047683716,3.359999895095825,3.390000104904175,2.9228665828704834,175500,0.0,0.0,3.513326967906393,3.534143717267443,3.603722702966064,3.694654108472872,3.866782072807899,False,False,False,False,0.0900001525878906,0.1080000400543213,0.162000060081482,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/02/07,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1456.HK
2018-04-03,1456.HK,3.109999895095825,3.119999885559082,2.9600000381469727,2.990000009536743,2.5779857635498047,5574500,0.0,0.0,3.1956283889223864,3.300500006497173,3.4316046499149824,3.567296518225337,3.786630581131716,False,False,False,False,0.1599998474121093,0.0786667346954346,0.1180001020431519,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2018/02/07,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,1456.HK
2004-07-06,0147.HK,0.0379999987781047,0.0399999991059303,0.0379999987781047,0.0390000008046627,0.0252012051641941,900000,0.0,0.0,0.0339831025741616,0.0326749607897317,0.0326569887152026,0.0319931082329015,0.0298412603342392,True,True,True,False,0.0020000003278256,0.0002857143325465,0.0004285714988197,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2004/06/14,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,147.HK
2011-07-25,0147.HK,0.3050000071525574,0.3050000071525574,0.3000000119209289,0.3000000119209289,0.3000000119209289,30000,0.0,0.0,0.3261816761566681,0.3415993016917872,0.3702153076569896,0.4096801871194122,0.5010348533096856,False,False,False,False,0.0049999952316284,0.0111538423941685,0.0167307635912528,HL,HLLHHL,0.3449999988079071,2011-07-27,0.3449999988079071,2011-07-28,0.3050000071525574,-0.12,0.2800000011920929,0.2800000011920929,BY1-2011/07/04,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,147.HK
2011-08-01,0147.HK,0.3449999988079071,0.3499999940395355,0.3449999988079071,0.3449999988079071,0.3449999988079071,210000,0.0,0.0,0.3346930437269504,0.3424115336157984,0.3673636136376914,0.4059133843510301,0.4973345779831334,False,False,False,False,0.0049999952316284,0.0091666604081789,0.0137499906122684,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2011/07/04,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,147.HK
2011-09-22,0147.HK,0.2599999904632568,0.2750000059604645,0.25,0.2750000059604645,0.2750000059604645,725000,0.0,0.0,0.2908229252310231,0.3045420799236968,0.3299139897280433,0.369254576615602,0.464895761454156,False,False,False,False,0.0250000059604644,0.0163333316644032,0.0244999974966049,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL2-2011/07/04,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,,,147.HK
2020-03-31,0147.HK,0.1729999929666519,0.1729999929666519,0.1599999964237213,0.1720000058412552,0.1720000058412552,35000,0.0,0.0,0.1732690170340996,0.1748804813780902,0.1755796043492902,0.1729591515803452,0.2046064165853835,False,False,False,False,0.0129999965429305,0.0046923068853525,0.0070384603280287,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2020/03/17,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,147.HK
2020-05-19,0147.HK,0.1449999958276748,0.1519999951124191,0.1449999958276748,0.1449999958276748,0.1449999958276748,975000,0.0,0.0,0.1556731911138779,0.1607595991072619,0.1667565609755361,0.1686740262627102,0.1984921747990776,False,False,False,False,0.0069999992847442,0.0032500028610229,0.0048750042915344,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2020/03/17,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,147.HK
2021-03-01,0147.HK,0.0810000002384185,0.0850000008940696,0.0799999982118606,0.0850000008940696,0.0850000008940696,240000,0.0,0.0,0.0856093976542518,0.087153992761157,0.0953456198504199,0.1100969749933021,0.1461203895128744,False,False,False,False,0.005000002682209,0.0030769230081484,0.0046153845122227,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2021/01/21,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,147.HK
2021-03-24,0147.HK,0.0920000001788139,0.1500000059604644,0.0920000001788139,0.1059999987483024,0.1059999987483024,12400000,0.0,0.0,0.0865610193559323,0.0858977237370822,0.0914989001744638,0.1050044936936144,0.1409023524389381,False,False,False,False,0.0580000057816504,0.0027499999850988,0.0041249999776482,HH,HHHLLH,0.0970000028610229,2021-03-25,0.1169999986886978,2021-03-26,0.1199999973177909,0.24,0.0719999969005584,0.0719999969005584,TP3-2021/01/21,False,False,False,False,True,True,True,False,False,False,0.0,0,0,False,,,147.HK
2024-10-16,1477.HK,5.789999961853027,5.929999828338623,5.619999885559082,5.920000076293945,5.920000076293945,1671497,0.0,0.0,6.126859930892089,5.890872827260562,5.872625953081661,6.062390165652375,6.631211919978368,False,False,True,False,0.309999942779541,0.3914284706115722,0.5871427059173584,LL,LLLHLL,6.539999961853027,2024-10-18,5.260000228881836,2024-11-18,4.900000095367432,-0.25,4.920000076293945,4.179999828338623,BY1-2024/08/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1477.HK
2018-04-18,1478.HK,10.880000114440918,10.899999618530272,9.829999923706056,10.279999732971191,9.773731231689451,9678093,0.0,0.0,10.731674038428206,10.71489913932965,10.981716683977202,11.570171349208344,10.865093496543542,False,False,False,False,1.0699996948242152,0.5843749642372131,0.8765624463558197,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2018/03/27,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,1478.HK
2018-05-11,1478.HK,7.400000095367432,7.900000095367432,6.900000095367432,7.03000020980835,6.683787822723389,80897000,0.0,0.0,9.378237793544642,9.776445498962843,10.309335988353554,11.026334713061496,10.712944904112788,False,False,False,False,1.0,0.4000001907348628,0.6000002861022942,,,0.0,,0.0,,0.0,0.0,0.0,0.0,CL1-2018/03/27,False,False,False,False,False,False,False,True,False,False,0.0,0,0,False,,,1478.HK
2006-12-13,0148.HK,24.43181800842285,24.5075740814209,22.80303001403809,24.128786087036133,10.182587623596191,4256532,0.0,0.0,24.591155176456372,24.16528425550119,23.13070747890786,21.59377267886597,19.179761358237304,True,True,True,False,1.704544067382809,0.9292930603027352,1.3939395904541023,LL,LLLHLL,24.621212005615234,2006-12-20,21.93181800842285,2006-12-22,21.66666603088379,-0.12,21.81818008422852,21.81818008422852,BY1-2006/11/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,148.HK
2007-02-05,0148.HK,27.19696807861328,27.651514053344727,25.56818008422852,26.59090805053711,11.221627235412598,4906875,0.0,0.0,25.06194666754903,24.72509392607312,24.17560121406721,23.00857885333135,20.437858181152908,True,True,True,False,2.0833339691162074,0.6723482608795164,1.0085223913192745,HH,HHHLLH,25.68181800842285,2007-02-06,26.66666603088379,2007-02-07,27.045454025268555,0.05,22.386362075805664,22.386362075805664,TP1-2006/11/22,True,True,True,False,True,False,False,False,False,False,0.0,0,0,False,,,148.HK
2008-11-06,0148.HK,9.600756645202637,9.600756645202637,8.484848022460938,9.166666030883787,4.139295101165772,5227536,0.0,0.0,9.833402159052048,11.44857010588096,15.644578773489664,19.74952711433348,24.040229684752276,False,False,False,False,1.1159086227416992,1.2237371444702148,1.835605716705322,LL,LLLHLL,10.803030014038086,2008-11-10,7.280303001403809,2008-11-21,6.666666030883789,-0.38,6.765151023864746,6.765151023864746,BY1-2008/10/22,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,,,148.HK
2009-08-13,0148.HK,17.803030014038086,17.878786087036133,16.553030014038086,16.704544067382812,7.6590256690979,4653588,0.0,0.0,17.93686499623494,17.27649477122986,16.11938461038585,15.058981545350068,15.89146680639961,False,True,True,False,1.3257560729980469,0.77414757013321,1.161221355199815,LL,LLLHLL,18.03030204772949,2009-08-17,16.74242401123047,2009-08-18,16.287878036499023,-0.1,16.43939208984375,13.681818008422852,BY1-2009/07/02,False,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,148.HK
2009-09-02,0148.HK,18.93939208984375,20.7575740814209,18.560606002807617,20.60606002807617,9.447868347167969,2600409,0.0,0.0,18.46352351293203,17.8553416897589,16.874736668456592,15.729475697388938,16.08939356873662,False,True,True,False,2.196968078613281,0.6709954398018968,1.0064931597028453,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2009/07/02,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,148.HK
2009-10-02,0148.HK,21.81818008422852,23.712120056152344,21.66666603088379,23.03030204772949,10.674994468688965,1922682,0.0,0.0,21.652945554437,20.882549461561133,19.37352735144485,17.613148927897694,16.878783490226773,True,True,True,False,2.0454540252685547,0.6767679850260422,1.0151519775390634,HH,HHHLLH,21.969696044921875,2009-10-05,22.99242401123047,2009-10-07,23.484848022460938,0.07,20.037878036499023,18.560606002807617,TP2-2009/07/02,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,148.HK
2020-12-02,0148.HK,29.100000381469727,29.100000381469727,28.350000381469727,28.64999961853028,20.83447456359864,997993,0.0,0.0,28.90750656780169,28.13646701021014,27.092596206668414,25.635542035935444,23.773684711092024,True,True,True,False,0.75,0.8500002622604361,1.2750003933906542,HL,HLLHHL,30.299999237060547,2020-12-03,29.25,2020-12-07,28.5,-0.06,25.299999237060547,25.299999237060547,BY1-2020/11/06,True,True,True,True,False,False,False,False,False,False,0.0,0,0,False,,,148.HK
2020-12-28,0148.HK,30.100000381469727,31.200000762939453,30.100000381469727,30.850000381469727,22.4343318939209,703000,0.0,0.0,29.903484788818343,29.43785587937564,28.362730588304117,26.764557637690675,24.491205659807672,True,True,True,False,1.1000003814697266,0.8781251907348633,1.317187786102295,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2020/11/06,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,,,148.HK
2021-01-04,0148.HK,32.79999923706055,33.900001525878906,32.45000076293945,33.150001525878906,24.106908798217773,1069100,0.0,0.0,31.262990932662117,30.26147658833544,28.87307523301132,27.12018037222313,24.68986592155844,True,True,True,False,1.4500007629394531,0.8428570883614679,1.2642856325422018,HH,HHHLHH,31.799999237060547,2021-01-05,34.79999923706055,2021-01-11,35.95000076293945,0.13,29.350000381469727,28.5,TP2-2020/11/06,True,True,True,False,False,True,False,False,False,False,0.0,0,0,False,,,148.HK
